,Question,Answers,Right Index
35,"You have built code to make a network call and tested that it works in your development environment. However, when you publish it to the Play console, the networking call fails to work. What will not help you troubleshoot this issue?","['@GET(""photo/{id}""}\n      fun listPhotos(@Path(""id"") id:Long?) : Call', '@LIST(""photo"")\n      fun listPhotos() : Call>', '@GET(""photo"")\n      fun listPhotos() : Call', '@GET(""photo"")\n      fun listPhotos() : Call>']",3
36,Which code snippet would achieve the layout displayed below?,"['assertThat(resultAdd).is(2.0)', 'assertNotNull(resultAdd)', 'assertThat(resultAdd).isWqualTo(2.0)', 'assertThat(resultAdd)']",1
37,Which source set is _not_ available to you by default when Android Studio creates a new project?,"['<merge/>', '<include/>', '<layout/>', '<add/>']",1
38,Which definition will prevent other apps from accessing your Activity class via an intent?,"['fr-land-drawable', 'drawable-fr-land', 'drawable-french-land', 'french-land-drawable']",1
39,"To preserve on-device memory, how might you determine that the user's device has limited storage capabilities?","[""to monitor the location of the devices so that you don't attempt to make network calls when the user is stationary"", 'to request the ability to make network calls from your app', 'to monitor the network state of the device so that you can display an in-app banner to the user', ""to monitor the network state of the devices so that you don't attempt to make network calls when the network is unavailable""]",3
40,What is _not_ a good way to reuse Android code?,"['A', 'B', 'C', 'D']",1
41,"Which layout is best for large, complex hierarchies?","['startActivityWithResult() should be used instead of startActivity() when using Intent.ACTION_DIAL.', 'For Intent.ACTION_DIAL, the Intent option Intent.FLAG_ACTIVITY_NEW_TASK must be added when using this dialerIntent.', 'The dialerIntent will cause an ActivityNotFoundException to be thrown on devices that do not support Intent.ACTION_DIAL.', 'The permission android.permission.CALL_PHONE must be requested first before Intent.ACTION_DIAL can be used.']",0
42,You need to upgrade to the latest version of the Android Gradle plugin. Which file should you modify?,"['when you need access to the original file names and file hierarchy (Reference)', 'when you need access to the file with its resource ID, like R.assets.filename', 'when you have XML files that define tween animations', 'when you need to access the file in its raw form using Resources.openRawResource()']",0
43,Why do developers often put app initialization code in the Application class?,"['Users can select their favorite photo apps to take pictures.', 'You do not have to make a permission request in your app to take a picture.', 'You have full control over the user experience. The app that handles the camera intent will respect your design choices.', 'You do not have to design the UI. The app that handles the camera intent will provide the UI.']",2
44,What folder should you use for your app's launcher icons?,"['when a user first opens your app and you want to provide an explanation for the use of a given permission', 'when a user has previously denied the request for a given permission and selects ""Tell me more""', 'when a user has previously denied the request for a given permission and you want to provide an explanation for its use', 'when a user has previously denied the request for a given permission and selected ""Don\'t ask again,"" but you need the permission for your app to function']",3
45,Which drawable definition allows you to achieve the shape below?,[''],-1
46,"Given the ConstraintLayout below, which statement is true?",[''],-1
47,"Given this code snippey from a build.gradle file, which choice is not a possible build variant?",[''],0
48,When should you use the androidTest directory to store your test classes?,[''],-1
49,"Given an APK named app-internal-debug.apk produced from the build process, which statement is likely to be true?","['JPG', 'PNG', 'MPEG', 'WebP (Reference)']",3
50,"When attempting to build your project, what might the following error indicate?","['checking whether ProGuard -keepclassmembers have been added to the network data transfer objects (DTOs) in question', 'using the profiler tools in Android Studio to detect anomalies in CPU, memory, and network usage', 'checking for exceptions in the server logs or server console', 'checking that the network data transfer object has @SerizlizedName applied to its member properties']",1
51,"Which statement, in build.gradle file, correctly denotes that the corresponding module is an Android library module?",[''],-1
52,"Given the following dimens.xml file, how would you define an ImageView with medium spacing at the bottom?",[''],0
53,what is not a benefit of externalizing app resources such as image and string from a code?,[''],-1
54,What is the chief purpose of line five in this code snippet?,[''],-1
55,Which component is not an entry point through which the system or a user can enter your app?,"['test', 'androidTest', 'app', 'main']",3
56,"What should you use to display a large, scrolling list of elements?",[''],0
57,You have created an AboutActivity class that displays details about your app. Which code snippet allows you to launch your activity?,[''],-1
58,What is the use of AndroidManifest.xml file?,[''],-1
59,Which attribute of the element  is used to specify the minimum API Level required for the application to run?,[''],-1
60,"To shrink your code in release builds, what tool does Android Studio use?","['Use the ActivityManager.isLowRamDevice() method to find out whether a device defines itself as ""low RAM.""', 'Use the Activity.islowRam() method to find out whether a device defines itself as ""low RAM.""', 'Use the ConnectivityManager.hasLowMemory() method to find out whether a device defines itself as ""low RAM.""', 'Make an image download request and check the remaining device storage usage.']",0
61,Which layout hierarchy is likely to be drawn the most quickly?,"['Use a common Gradle module shared by different Android projects.', 'Prefer to build custom views or fragments over activities.', 'Prefer to build activities instead of fragments.', 'Break down UI layouts into common elements and use <include/> to include them in other layout XML files.']",2
62,What is the current recommended way to handle long-running background tasks?,"['LinearLayout', 'ConstraintLayout', 'FrameLayout', 'RelativeLayout']",1
63,You need to provide your users with certain features of your app on-demand or as instant experiences through Google Play. Which type of module should you create?,"['root_project_dir/app/build.gradle.', 'root_project_dir/settings.gradle.', 'root_project_dir/build.gradle.', 'root_project_dir/app/gradle.properties.']",2
64,Which approach is not recommended for providing a useful offline state in your app?,"['The Application class is instantiated before any other class when the process for the application is created.', 'The Application class is instantiated after any permissions requests when the process for the application is created.', 'The Application class is created each time a new Activity is launched, making it ideal for initialization code.', 'The Application class is created each time a background service is called, making it ideal for initialization code.']",0
65,"If you need your app code to inspect information about the current build, which class should you use?","['/drawable', '/icon', '/mipmap', '/launcher']",2
66,"In the ConstraintLayout below, why wouldn't button expand to fill the width of parent?",[''],-1
67,What is not a use case for idling resources in your Espresso tests?,[''],-1
68,What is not a type of resource for providing your app with strings?,[''],0
69,,[''],-1
70,,"['View B is not horizontally constrained.', 'View C has too many constraints.', 'View B is not vertically constrained.', 'View C is constrained to the parent.']",2
71,,"['productionDebug.', 'developmentDebug.', 'stagingDebug.', 'stagingRelease.']",1
72,,"['when the tests consist only of unit tests.', 'when the number of tests to run is large(500+).', 'when the tests need to run on your local machine.', 'when the tests need to run on real or virtual devices.']",3
73,,"['This APK is created on a developer machine from the debug product flavor.', 'This APK is created from the internalDebug product flavor.', 'This APK created from the debug product flavor and internal build type.', 'This APK is created from the debug build type and internal product flavor.']",3
74,,"['You have included incorect format information in your build.gradle file.', 'You have added more than 20 dependencies to your build.gradle.', 'You have exceeded the total number of methods that can be referenced within a single DEX file.', 'You have a NullPointerException in your code.']",2
75,,"[""apply plugin: 'com.module.library'"", ""apply plugin: 'com.android.library'"", ""apply plugin: 'com.module.library'"", ""include plugin: 'com.module.library'""]",1
76,,[''],-1
77,,[''],-1
78,,[''],-1
79,,[''],0
80,,"['It allows Android to choose the appropriate resource based on the current configuration during runtime.', 'It allows you to have more performant applications because the code and resources are separated.', ""It allows you to provide a different Ul experience based on the user's language settings."", ""It allows you to provide a different Ul experience based on the user's device size.""]",1
81,,"['to make sure that the activity finishes when the savedInstanceState is not null', 'to make sure that the activity creates a new fragment each time it is restored from a previous state', 'to prevent the display of two fragments side by side in cases where the activity is restored from a previous state', 'to prevent the creation of overlapping fragments in cases where the activity is restored from a previous state']",1
82,,"['activity', 'content provider', 'fragment', 'service']",2
83,,"['ListView', 'Recycler View', 'LinearLayout', 'Scrollview']",1
84,,"['Intent(this, AboutActivity::class).also { intent ->\n      startService(intent)\n      }', '] Intent(this, AboutActivity::class.java).also { intent ->\n      startActivity(intent)\n      }', '] Intent(this, AboutActivity::class).also { intent ->\n      activity(intent)\n      }', 'Intent(this, AboutActivity::class).also { intent ->\n      startActivity(intent)\n      }\n      Explanation: Intent(Context packageContext, Class<?> cls)\n      Notice: Class not KClass']",-1
85,,"['It describes the component of the application', 'It declares the minimum level of the android API that the application requires', 'It facilitates to provide a uinque name for the application by specifying package name', 'All of the above']",0
86,,"['android:targetSdkVersion', 'android:minSdkVersion', 'android:maxSdkVersion', 'None of the above']",1
87,,"['R8', 'ProGuard', 'Shrinker', 'D8\n      Explanation: When you build your project using Android Gradle plugin 3.4.0 or higher, the plugin no longer uses ProGuard to perform compile-time code optimization. Instead, the plugin works with the R8 compiler to handle']",0
88,,"['] A', '] B', '] C', '] D']",-1
89,,"['WorkManager', 'AsyncTask', 'IntentService', 'Thread']",0
90,,"['library module', 'dynamic feature module', 'Android app module', '] Google Cloud module', 'ference', 'erence']",1
91,,"['caching data', 'storing data locally', 'queuing outbound requests to action when connectivity has been lost', 'always notifying users that connectivity has been lost']",-1
92,,"['BuildConfig', 'BuildInfo', 'ConfigParams', 'ConfigInfo']",0
93,,"['The button does not have a size', 'The button is not constrained to the end of the parent container', 'Buttons cannot expand beyond their default size', 'The button should have its height set to 0dp as well']",1
94,,"['managing system services', 'processing user input events', 'loading data from the internet or a local data source', 'perfoming bitmap transformatinos']",1
95,,"['String', 'Text', 'String-array', 'Plurals']",1
