,Question,Answers,Right Index
39,"StDf is a data frame. Based on this knowledge, what does this statement return?","['vector(MyList, length = 7)', 'coerce(MyList, nrows = 1)', 'unlist(MyList)', 'coerce(MyList, nrows = 7)']",2
40,Which statement enables you to interactively open a single file?,"['ANOVAData, anovadata', 'VisitPCA, VarX', 'VisitPCA, varx', 'Xvar, Yvar']",1
41,"How are these data types alike: logical, integer, numeric, and character?","['all but the first row and first column of StDf', 'all but the final column of StDf', 'all but the first column of StDf', 'only the first column of StDf']",2
42,"What does the MyMat[ ,3] subsetting operation return for this code?","['file.list()', 'file.select()', 'file.choose()', 'file.open()']",2
43,What does the function power.anova.test return?,"['Each is a type of data frame.', 'Each is a type of atomic vector.', 'Each is a type of complex vector.', 'Each is a type of raw vector.']",1
44,Review the statement below. What is the effect of covariate:factor on the analysis?,[''],-1
45,A variable whose type is numeric can contain which items?,[''],0
46,What is the legitimate name of a data class in R?,[''],-1
47,How do you extract the values above the main diagonal from a square matrix named Rmat?,[''],-1
48,"x is a vector of type integer, as shown on line 1 below. What is the type of the result returned by the statement > median(x)?","['the probability of making a Type I error', 'the probability of not making a Type II error', 'the probability of making a Type II error', 'the probability of not making a Type I error']",1
49,A list named a is created using the statement below. Which choice returns TRUE?,"['It forces the intercepts of the individual regressions to zero.', 'It calls for the effect of the covariate within each level of the factor.', 'It calls for the effect of each variable from covariate to factor in testcoef.', 'It forces the covariate to enter the equation before the factor levels.']",1
50,How do you obtain the row numbers in a data frame named pizza for which the value of pizza$delivery_min is greater than or equal to 30?,"['integers and real values', 'integers, real, and raw values', 'real values only', 'integers, real, and logical values']",2
51,Which function returns [1] TRUE FALSE TRUE?,"['property', 'integer', 'number', 'variant']",1
52,,"['Rmat[upper.tri(Rmat)]', 'upper.triangular(Rmat)', 'upper.tri(Rmat)', 'upper.diag(Rmat)']",0
53,,"['numeric', 'integer', 'single', 'double']",3
54,,"['is.list(a[1])', 'is.numeric(a[1])', 'is.logical(a[1])', 'is.character(a[1])']",0
55,,[''],-1
56,,[''],-1
57,,[''],0
58,,[''],0
59,,"['grepl(""[Rd|Ave|Dr|St]"", indat)', 'grepl(""Rd|Ave|Dr|St"", indat)', 'grepl(""Rd,Ave,Dr,St"", indat)', 'grepl(""[Rd],[Ave],[Dr],[St]"", indat)']",1
