,Question,Answers,Right Index
23,"When inserting pictures, how can you avoid distorting the pictureif it is resized later?","['Use best scale for slide show.', 'Lock the aspect ratio.', 'Compress the picture.', 'Set the picture to be relative to the orignal picture size.']",1
24,Which Protect Presentation option protects a presentation from accidental changes?,"['Always Open Read-Only', 'Add a Digital Signature', 'Encrypt with Password', 'Mark as Final']",0
25,How can you change colors in your presentation all at once without changing the design?,"['Apply a Color Template.', 'Apply a Color Theme.', 'Apply a Color Palette.', 'Customize the Color Fills.']",1
26,What function allows you to borrow slides from a presentation fro an other presentation?,"['Borrow Slides', 'There is no special fuction. You must use Copy and Pase', 'Reuse Slides', 'Find Slides']",2
27,"What is the term used for the arrangement of elements on a slide, such as Title and Content?","['theme', 'design', 'sheme', 'layout']",3
28,How would you change a list of text to a visual diagram on a slide?,"['Convert to WordArt.', 'Convert to Shapes.', 'Convert to SmartArt.', 'Convert to Picture.']",2
29,You need to reorder the levels of shapes on a SmartArt diagram. How can this be done,"['Retype the text', 'Change the shapes from rifht to left.', 'Promote Shapes and/or Demote Shapes.', 'Move the shapes up and down.']",2
30,Why would you trim a video?,"['To crop the video thumbnail.', 'To resize the video.', 'To remove background noise in the video.', 'To remove some of the beginning and/or end of the video.']",3
31,"How would you save your layouts, colors, fonts, effects, background styles and content for others to use with their presentations?","['Export the file as a template.', 'Save the file as a PDF.', 'Save the file as a POTX.', 'Save the file as a PPTX.']",0
32,You are creating an industrial presentation of a new software program and would like to include an image of your program. How can you use PowerPoint to do this?,"['Use the Copy command.', 'Use the Screenshot command. (Office2019)', 'Use the Print key.', 'Use the Capture Screen command.']",1
33,How can you add more layouts to the Layout Gallery?,"['Customize the Layout Gallery.', 'Add Slide Layouts to the Slide Master.', 'Use the Add Layouts command.', 'Use the Insert Layouts command.']",1
34,Why would you use the Outline view?,"['To see only the text in placeholders.', 'To present the slides at a high level.', 'To add text from a Word document.', 'To organize your slides.']",0
35,The text on the left and right of the slide are cut off in print preview. How can you fix this in the printer settings?,"['Unselect High Quality.', 'Select Scale to Fit Paper.', 'Select Frame Slides.', 'Select Frame Slides.']",1
36,"In addition to organizing your slides, how else can sections increase your productivity?","['In addition to organizing your slides, how else can sections increase your productivity?.', 'All the slides in a section can be selected at once to apply changes such as transitions, layouts or hiding slides.', 'Sections can be exported as a separate presentation.', 'You can resize all the slides in a section at once.']",1
37,You have many slides that you need to reorder. How would you accomplish this?,"['Move the slides in Slide Show view.', 'Renumber the slides in Outline view.', 'Move the slides in the Slide Sorter view.', 'Reset the slide footers.']",2
38,What can be seen in Presenter view?,"['Timer.', 'Notes.', 'Side Navigator.', 'all of these answers.']",3
39,How can you format the entire contents of a text box?,"['Click the dashed/dotted border of the text box.', 'Right-click the text box and select Select All.', 'Click the Fond button on the Home tab.', 'Double-click any word in the text box.']",0
40,You have a large number of objects on your slide. How can you use the selection pane to help you identify the objects quickly?,"['Select the show/hide icons next to the objects.', 'Rename the objects with meaningful names.', 'Drag and drop the objects.', ""Tab through the objects and note each object as it's highlighted.""]",1
41,How would you ensure a consistent appearance and placement across your slides even though the content might be different?,"['Use fonts.', 'Use styles.', 'Use bullet points.', 'Use layouts.']",3
42,How can you add icons to SmartArt?,"['Select the picture icon in a SmartArt Picture Diagram.', 'Select the icon in a SmartArt Icon Diagram.', 'Select Insert Icon and place it on top of the SmartArt Diagram.', 'Select a SmartArt shape and select Insert Icon.']",-1
43,You are having trouble playing back a presentation smoothly. What should you do?,"['Copy the presentation to your internal hard drive.', 'Clear the Disable hardware graphics acceleration option.', 'all of these answers', 'Select the Show without animation option.']",2
44,Which feature lets you configure multiple combinations of specific slides for playback from a larger slideshow?,"['Record Slide Show', 'Rehearse Timings', 'Custom Slide Show', 'Hide Slide']",2
45,"When working with a mapchart, which options can be drawn?","['Postal code', 'State', 'Country', 'All of these answers']",3
46,You receive feedback from two clients on your presentation. Each person sent you an edited file. What's the best way to review their changes?,"['Review > Accept', 'Review > Smart Lookup', 'Review > Compare', 'Review > Show Comments']",2
47,How do you promote subbullets to top-level bullets?,"['Press Shift+Tab.', 'Right-click the bulleted text and select Promote.', 'Press the Esc key.', 'Press the Spacebar.']",0
48,"After you select the chart icon in a placeholder, what is the next step to create a chart?","['Select the chart elements.', 'Select the chart type.', 'Select the chart data in Excel.', 'Select the chart style.']",2
49,How would you show a correlation between the amount of chocolate a city consumes and the number of crimes committed?,"['Use a bar chart.', 'Use a column chart.', 'Use a line chart.', 'Use a scatter chart.']",3
50,You want to use a morph transition between two slides. How do you set up the slides?,"['The two slides must have multiple objects in common with different names in the Selection pane', 'The two slides must have at least one obiect in common that is in a different position on the second slide', 'The second slide must have different objects that are in the same position as the objects on the first slide', '] The two slides must have at least one obiect in common that is in the same position on the second slide', 'ference', 'erence']",1
51,Why would you use the Rehearse Timings command?,"['to adiust animation timings', 'to record your slide show', 'to remove transition timings', 'to determine how long it takes to present your slide show']",3
52,How can you make an inserted picture look like it has been sketched or painted?,"['Apply a picture effect', 'Apply a draw effect', 'Apply an artistic effect', 'Apply a picture style']",2
53,How can you modify your presentations entire set of colors with a single change?,"['Apply a color template', 'Customize a color fill', 'Apply a color palette', 'Apply a color theme']",3
54,"You want to print full-page slides to fill 8. 5-by-11-inch paper, but they appear too small in the preview. What is the best way to rectify this?","['Change the slide size to standard', 'Repeatedly bump up the scale setting print option until it fills the page in the preview', 'Change the scale setting print option to 100%', 'Select the Scale to Fit Paper print option']",3
55,You want to import a Word document as an outline into a Powerpoint presentation. How should you format the Word documents text that you want to be the slide content?,"['List 2', 'Content Style', 'Subtitle', 'Heading Style 2']",3
56,What is not reviewed when you check a slide shows accessibility?,"['missing alt text', 'slide titles', 'grammar', '] reading order', 'ference', 'erence']",0
57,What is the easiest way to change the appearance of a table?,"['Apply a graphic style', 'Apply a table style', 'Right-click a table and select a new style', 'Apply a cell style']",1
58,Why would you use Outline view?,"['to quickly edit titles or bulleted text in the Slide pane', 'to view the comments on all slides', 'to add notes in the Slide pane', 'to change the font on all slides']",-1
59,"Before publishing a presentation, which option should you use to scan a presentation and look for issues that may make it difficult for someone with a visual impairment to read?","['Protect Presentation', 'Inspect Document', 'Check Compatibility', 'Check Accessibility']",3
60,How can you filter the series and/or categories in a chart?,"['Edit the data to remove the data for the series or category.', 'Switch the rows and columns.', 'Use a filter so the data series or category does not display.', 'Change the chart type.']",-1
61,"You have an object that needs to follow a specific motion path - including curves, straight lines, and loops - on the slide. Which animation gives the capability to draw this?","['Loops', 'Arc', 'Turns', 'Custom Path.']",3
62,"When you add encryption to a PowerPoint presentation, what does it do?","['scrambles the text so it is unreadable when opened.', 'shares the file in cloud-based platform.', 'protects the file with a password.', 'requires the user to log in to their Office 365 account.']",2
63,"Which type of shape allows you to add text that can be moved around, formatted with styles and effects, or grouped with other objects?","['screenshot', 'text box.', 'icon', '3D model']",1
64,You need to apply a special effect that will display as the presentation moves from one slide to the next slide. Which should you apply?,"['theme', 'transition', 'animation', 'design ideas']",1
65,Which option can be used to import selected slides from a previously created presentation into a new presention without manually copying and pasting them?,"['Slide Zoom', 'Reuse Slide', 'Slides from Outline', 'Add Section']",1
66,"The picture on the left is the original image. The image on the right is smaller, but the flowers are the same size and part of the picture has been removed. What method was used to format this picture?","['changing the width and height with aspect ration locked', 'drapping a corner sizing handle', 'using the Crop to Shape tool', 'using the Crop tool']",3
67,You are copying and pasting slides from another presentation into your presentation. How will you ensure the new slides are consistent in appearance with your existing slides?,"['Select Keep Source Formatting when pasting the slides.', 'Select Use Destination Theme when pasting the slides.', 'Change both presentations to the same theme before copying and pasting.', 'Select Picture when pasting the slides.']",1
68,What happens when you press the Esc key while playing a From Current Slide or From Beginning slide show?,"['The current slide is temporary hidden.', 'The slide show ends and you return to your previous view.', 'The next slide appears.', 'Nothing happens.']",1
69,"When you save a presentation with a .potx file extension, which type of Powerpoint file is created?","['macro-eanbled presentation', 'template', 'show', 'theme']",1
70,You are presenting with two monitors. Which view displays a preview of next slide and speaker notes on the second monitor?,"['Presenter view', 'Master view', 'Normal view', 'Reading view']",0
71,Which effect can a presenter use to add motion to an object on a slide?,"['Add-in', 'Zoom', 'Animation', 'Transition']",2
72,"When you copy data from an Excel worksheet into a slide to create a table, which Paste option will allow you to edit the table data in Excel?","['Keep Formatting', 'Embed', 'Keep Text Only', 'Picture']",1
73,"You created a photo album with transitions and want to send it to friends, but the file size is too large for email. How can you use one command to fix this?","['Click Export in Backstage view and embed the presentation in an email.', 'Compress all the pictures to the Email (96 ppi) resolution.', 'Use the Share feature in Backstage view and petty email to automatically compress the pictures.', 'Use the Share feature in Backstage view to create a pdf to send as an attachment.']",-1
74,"In a presentation about voter turnout, you are illustrating various data with charts. Which type of information would you present in a pie chart?","['the decline of voter turnout by county', 'trends in voter turnout over the part 10 years', 'what percentage of the whole population voted', 'how many people voted in various geographic regions on a map']",2
75,A few lines of text are overflowing the placeholder on your slide. How can you fix it on your slide?,"['Delete the overflowing text.', 'Select Stop Fitting Text to This Placeholder.', 'Select Autofit Text to Placeholder.', 'Click Collapse.']",2
76,"If you want to create an organizational chart that illustrates the reporting relationships within the organization, which SmartArt category would you use?","['Hierarchy', 'Matrix', 'Pyramid', 'Relationship']",0
77,What do the labels Introduction and ProjectsByMonth indicate?,"['selection names', 'layouts', 'hidden slides', 'links to the next slide']",0
78,"There are objects and text hidden behind an image on your slide. With the image selected, what could you adjust to make the objects and text appear ""through"" the image?","['Compress Picture', 'Transparency', 'Corrections', 'Artistic Effects']",-1
79,"How can you create a new presentation that includes prebuild layouts, colors, fonts, background styles, and content?","['Use a theme.', 'Use a design.', 'Use a template.', 'Use a style.']",-1
80,How can you reorder the levels of shapes in a SmartArt diagram?,"['Promote or demote the shapes.', 'Move the shapes up and down.', 'Change shapes from left to right.', 'Retype the text.']",-1
81,"When you insert a new slide in a presentation, where is it placed in relation to the exsisting slides?","['as the first slide.', 'before the current slide.', 'at the end of the exsisting slide.', 'after the currently selected slide.']",3
82,"In Normal view, which pane is used to add text and reference information for the speaker?","['Comments', 'Reading', 'Slide', 'Notes']",3
83,What is the best way to modify slide's appearance or content while in Note Page view?,"['Edit the thumbnail of the slide as needed.', 'Slides cannot be modified while in Note Page view.', 'Use the Zoom slider to magnify the slide contents', 'Right-click the slide and select edit']",0
84,You want to group your slides based on their content to better organize your presentation. How would you accomplish this?,"['Create an outline in the outline view and rearrange slides.', 'Add a table of contents slide and link the remaining slides to it.', 'Add sections and move the slides into the appropriate sections.', 'Create custom shows and add the slides into the shows.']",-1
