,Question,Answers,Right Index
58,It is currently the week of April 23. You are viewing the week of May 21 in your Outlook calendar. You switch to email then back to the calendar. Which dates do the calendar display now?,"['the week of May 21', 'the month of April', 'the month of May', 'the week of April 23']",1
59,"Besides opening an email in a new window, where can you view all the content of a message?","['in the sidebar', 'in the Information Viewer', 'in Message Preview', 'in the Reading Pane']",3
60,"You want to print full-page slides to fill 8.5-by-11-inch paper, but they appear too small in the preview. What is the best way to rectify this?","['Repeatedly bumo up the scale setting print option until it fills the page in the preview.', 'Change the slide size to standard.', 'Change the scale setting option to 100%.', 'Select the Scale to Fit Paper print option.']",3
61,"You have 15 folders, one of each of your projects. How can you make your most frequently used folders more accessible?","['Create subcategories for the folders based on frequency of use.', 'Assign the frequently used folders to the same color category.', 'Save the folders to Favorites.', 'Assign each folder a priority number.']",-1
62,You accidentally delete an email from your inbox. How can you retrieve the deleted email?,"['You cannot retrieve a deleted email.', 'Open the Deleted Items folder.', ""Open your computer's Recycle Bin (Windows) or Trash (Mac)."", 'Click the Undo button.']",1
63,You are viewing your calendar in Work Week view and see a thin horizontal line running across all days at the 2:30 p.m. position. What does this tell you?,"['Your next appointment is at 2:30 p.m.', 'You have a recurring appointment at 2:30 p.m.on each day of the week.', 'Your calendar is free from 2:30 p.m. on.', 'The current time is 2:30 p.m.']",3
64,You have a message in your Inbox that has a blue down arrow. What does it mean?,"['The message needs to finish downloading.', 'The sender set the message priority to Low Priority.', 'A rule forwarded the message.', 'The sender is not in your address list.']",1
65,Which Outlook function allows you to filter your emails?,"['Find', 'Move', 'Tag', 'Quick Steps']",0
66,"In Outlook, a rule is applied to","['contacts', 'messages', 'tasks', 'meetings']",-1
67,"You want to change the default font used for new messages and in the Notes field in Calendar, Contacts, and Tasks. How do you do this?","['Change the fonts used for mail in File > Options > Mail > Stationery and Fonts (Windows) or Outlook > Preferences > Fonts (Mac). The fonts used in the Notes field in Calendar, Contacts, and Tasks cannot be changed.', 'Click File > Options > General > Stationery and Fonts (Windows) or Outlook > Preferences > Composing (Mac).', 'Click File > Options > Mail > Stationery and Fonts (Windows) or Outlook > Preferences > Fonts (Mac).', 'Select the desired font in a new message. Outlook will use it for future messages and notes.']",-1
68,What does the Groups section contain in Outlook?,"['Microsoft 365 Groups you are a member of', 'Microsoft 365 Groups across your company', 'Contact Groups across your company', 'Contact Groups you have created']",-1
69,"Why are some dates in your calendar shaded, as shown?","['The calendar view is not displaying properly. Click Reset View to fix it.', 'When you add a category to an appointment, the category color is used as the background color.', 'You have an appointment that ends after midnight.', 'You have an all-day event marked as Busy, Out of Office, or Tentative.']",-1
70,You are having difficulty reading an email due to the small text size. What is the easiest way to make this email more readable?,"[""Change your computer's display and resolution settings."", 'Reply to the email, select all, and increase the font size.', 'Use the Zoom button.', 'Change the Message Preview option to the maximum 3 lines setting.']",2
71,"You are sending an email to several people, and you want any responses to go to a colleague. How can you set this up?","[""Change the From field to your colleague's email address."", 'Forward the email to the colleague before anyone responds.', 'Click Delivery Options > Have Replies sent to.', ""Include the colleague's email address in the To field.""]",-1
72,The commands on which bar are available in all Outlook applications?,"['the Simplified Ribbon', 'To-Do Bar', 'Quick Access Toolbar', 'Navigation Bar']",-1
73,"To keep your Inbox folders organized and lean, where should you move old messages?","['a subfolder', 'a compressed file', 'a file system folder', 'an archive']",3
74,What happens when you delete a folder that contains emails in Outlook?,"['The folder is emptied and then moved to Deleted Items.', 'You cannot delete a folder until its contents are deleted first.', 'The contents are moved to Deleted Items, and then the empty folder is moved to Deleted Items.', 'The folder and its contents are moved to Deleted Items at the same time.']",3
75,"You are organizing your Outlookfolders. For all emails that are sent directly to you, they should appear in your inbox. For all emails on which you are cc'd, they should be automatically hidden for later review. What is the best way to accomplish these goals?","['Create a Ccd folder, and then create a rule to move all messages where you are on the cc line to that folder.', 'Create a rule to move all messages where you are in the Cc line to the Deleted items folder.', 'Turn on Focused Inbox.', 'Create a rule to apply conditional formatting to all messages where you are in the Cc line.']",0
76,What is the easiest way to add the contact of someone who sent you an email?,"['Copy and paste their email address into a new contact form.', ""Right-click the sender's name in the message and select Add to Outlook Contacts (Windows) or Open Outlook contacts (Mac)."", ""Double-click the sender's email address in the message and select Add to Outlook Contacts (Windows) or Open Outlook contacts (Mac)."", '# Open the email and press Ctrl+Q (Windows) or Command+Q (Mac).', 'Create a rule to apply conditional formatting to all messages where you are in the cc line.']",1
77,"You created a meeting for next Tuesday at 2 p.m., and several invitees have accepted. How do you change the meeting so it will begin at 1 p.m.?","['A or B', 'B', 'C', 'ذگ']",1
78,Which is not valid search criteria when searching for messages in your Inbox?,"['attachments', 'words found in the message itself', 'who sent the email', 'what geographic location the email was sent from']",3
79,You copied several paragraphs of text to the clipboard and want to paste this text into the body of a new task. What is the most efficient way to do this?,"['Click the Task icon and then press Ctrl+V (Windows) or Command+V (Mac).', 'Open a task form using Ctrl+Shift+K (Windows) or Command+Shift+K (Mac), click in the body, and then press Ctrl+V (Windows) or Command+V (Mac).', 'Click the Task icon and, on the Home tab, click New from Clipboard.', 'Click the Task icon and, on the Insert tab, click New Items > More Items > Paste Special.']",1
80,What is a key difference between flagging a message for follow-up and creating a task from the item?,"['A task will sync with Microsoft To-Do; a flagged email will not.', 'You can set a reminder for a task, but not for a flagged item.', 'A task can be assigned to another person while a flagged item cannot be delegated.', 'The flagged message appears only in the Inbox folder; the task appears in the To-Do bar and task list.']",1
81,"What allows Outlook to automatically flag, forward, move, tag, and respond to email messages?","['Rules', 'Quick Parts', 'Categorize', 'Quick Steps']",0
82,"You type an email and click Send, but your internet connection is currently unavailable. Where does Outlook store the unsent email?","['Outbox', 'Drafts', 'Archive', 'Sent Items']",0
83,"You have been tasked with inviting 75 people to an event. You do not need to track whether or not they intend to attend. to save time, what should you do?","['Use mail merge to send the invitations.', 'Turn off Request Responses under Response Options.', 'Add ""NRR (no response required)"" to the subject line.', 'Add all recipients to the Bcc field.']",1
84,You opened an email message and Outlook is not displaying the included pictures. Why is this?,"['Outlook automatically converts email to HTML.', 'Outlook can display only pictures stored in JPG format.', 'Pictures need to be downloaded', 'Outlook cannot show pictures in emails.']",2
85,What does the Work Offline (Windows) or Online/Offline toggle (Mac) do?,"['It stops incoming emails but allows outgoing emails.', 'It allows incoming emails but stops outgoing emails.', 'It disconnects the computer from the network.', 'It disconnects Outlook from the server to stop incoming and outgoing emails.']",3
86,Which feature tags a person in an email thread and sends them a flagged message?,"['Permissions', 'Mail Tips', 'Mentions', 'Share']",2
87,"You want to share a file with collegues via email. Why is it a benefit to embed a link to the file in your email, rather than attach the actual file?","['It takes up less space in their mailboxes.', 'It takes up less space in your mailbox.', 'It allows better version control of the file..', 'all of these answers']",3
88,"With the Calendar displayed, on the View tab (Windows) or the Organize tab (Mac), what happens to your calendar when you adjust the Time Scale?","['You change the time zone that your calendar uses.', 'You automatically switch to list view.', 'You set time constraints for booking events.', 'You change the number of hours visible on the grid.']",-1
89,What arrangement can you create in View Settings (Windows) or Rules (Mac) to color code messages from a particular sender?,"['By Sender', 'Format Column (Windows), or Rules then Format Columns (Mac)', 'Group by (Windows), or Rules then Group by (Mac)', 'Conditional Formatting (Windows), or Rules then Categorize or Set Category (Mac)']",2
