,Question,Answers,Right Index
10,What is the function of the @Transactional annotation at the class level?,"[""It's a transaction attribute configured by spring.security.transactions.xml config file that uses Spring's transaction implementation and validation code."", ""It's a transaction that must actively validate by the bytecode of a transaction using Spring's TransactionBytecodeValidator class. Default Transaction behavior rolls back on validation exception but commits on proper validation"", 'It creates a proxy that implements the same interface(s) as the annotated class, allowing Spring to inject behaviors before, after, or around method calls into the object being proxied.', ""It's a transaction that must be actively validated by Spring's TransactionValidator class using Spring's transaction validation code. Default Transaction behavior rolls back on validation exception.""]",2
11,Which is a valid example of the output from this code (ignoring logging statements) ?,"['Nothing will print', 'startup\n      init', 'init', 'startup']",0
12,Which println statement would you remove to stop this code throwing a null pointer exception?,"['formatter.getClass()', 'context.getClass()', 'context.getBean(""formatter"").getClass()', 'context.containsBean(""formatter"")']",0
13,What is the root interface for accessing a Spring bean container?,"['SpringInitContainer', 'ResourceLoader', 'ApplicationEventPublisher', 'BeanFactory']",3
14,Which annotation can be used within Spring Security to apply method level security?,"['@Secured', '@RequiresRole', '@RestrictedTo', '@SecurePath']",0
15,What is the result of calling the map controller method using the HTTP request GET localhost:8080/map?foo=foo&bar=bar ?,"['An InvalidParameterNameMappingException is thrown at runtime.', 'barfoo', 'foobar', 'A status code of 400 Bad Request is returned.']",2
16,What is the purpose of the @Lazy annotation and why would you use it?,"['It prevents a bean from being created and injected until you run a specific CLI command. It reduces complexity in the application.', 'It can be applied to a bean so that the bean is not persisted in the database. It reduces the number of database operations.', 'It can be applied to a bean so that the bean is not created and injected until it is needed. It can help speed up startup time for your application.', 'It prevents a bean from being created and injected until it receives a HTTP request to a callback hook. It reduces disk footprint.']",2
17,What is dependency injection?,"['a method by which objects define dependencies they need as abstractions that allows the framework to instantiate and configure them in a central location at runtime.', 'a paradigm where dependent code is injected into the bytecode of a Java application on a remote server.', 'a way of injecting remote dependencies into a pre-packaged JAR file from the file system.', 'a way of injecting remote dependencies into a pre-packaged WAR file from the file system.']",0
18,What is a RESTful web service?,"['Reactive Enterprise Status Transfer is a web service comprising a set of guidelines and technical constraints for web services that monitor and alert of a set of mission-critical resources.', 'Representational State Transfer an architectural style for creating web services that includes client-server architecture, statelessness, cacheability, a layered system, and a uniform interface.', 'Redundant Enumerated State Transfer is a web service that provides redundancy in the case of failure and outlines technical constraints for web services that have access to resources.', 'Reactive Enterprise State Transfer is a web service comprising a set of guidelines and technical constraints for web services y that have access to resources and are async in nature.']",1
19,What happens when a class is annotated with the @Controller annotation?,"[""A controller bean definition is defined in the servlet's WebApplicationContext. The class is marked as a web component, and you can map requests to controller methods."", 'A controller bean definition is defined in the Web Context, and Web Servlet is marked as a component that reads mapped controller requests from an XML config file.', 'A controller bean definition is defined in the Tomcat Context, and the Controller Servlet is marked as a web component that reads mapped controller requests from a YAML config file.', 'A controller bean definition is defined in the Servlet Context, and the Controller Servlet is marked as a component that reads mapped controller requests from an XML config file.']",0
20,Which property can be used to change the port of a Spring application?,"['Port', 'spring.port', 'spring.settings.port', 'server.port']",3
21,What is the purpose of the @ResponseBody annotation?,"['to validate the char array contained in a response to ensure that it is a valid character encoding', 'to generate a local byte stream from the body of a response that allows a request to be scanned for security risks', 'to indicate whether a handler method return value should be bound to the web response body in servlet environments', 'to ensure a ThreadLocal byte stream that allows a response to be encoded for reading directly into a socket stream']",2
22,How are mocking frameworks such as Mockito used with Spring?,"['Mockito will spin up a mock web service hosted in a Docker container that can respond to HTTP requests to mock out third-party APIs.', 'Mockito can use annotations or factory methods to create mock objects that may be injected into tests in place of dependencies. The behavior of mocks can be explicitly configured.', ""Mockito will create mock users to repeatedly perform requests against your Spring application to test your app's ability to take load."", 'Mockito will spin up a mock web service hosted in a Docker container that can respond to RPC calls to mock out remote resources.']",1
23,What is the name of the central servlet that dispatches requests to controllers?,"['DispatchingDelegatorServlet', 'DispatcherServlet', 'Router', 'FrontControllerServlet']",1
24,What is the purpose of the Spring IoC (Inversion of Control) container?,"['It instantiates and configures objects, supplied at runtime, to classes that define them as a dependency.', 'It allows the front-end code to manage the ResponseBody objects provided by a back-end REST API.', 'It allows a database to define business objects via a shared schema at compile time.', 'It facilitates a remote server to configure a local application.']",0
25,What is component scanning?,"['feature that scans packages for classes with specific annotations and, when found, creates their bean definitions within the IoC container', 'paradigm where bytecode is actively scanned to identify additional optimizations to inject into components in the application context', 'a method by which cloud repositories are scanned to identify components for injection into an IoC container', 'a method by which binary data in a database is searched to identify components for injection into the IoC container']",0
26,What does @SpringBootApplication do?,"['This annotation takes the String literal passed into the annotation as a parameter and automatically generates all the code for your application as per the passed in template parameter.', 'This compound annotation applies the @Bootable, @Springify, and @StandardConfig annotations that launch a CLI tool after launching the Spring Boot WAR file that will guide you through a series of prompts to set up your app.', 'This annotation scans the provided spring-boot-config-construction.yaml file in your root directory and automatically generates all the code for your application as defined in the YAML file.']",1
27,How does Spring Data facilitate queries against a datastore?,"['Queries are explicitly coded in repository implementations using the Spring Data CriteriaBuilder.', 'Query metadata is stored in the underlying datastore and retrieved at runtime per repository.', 'Queries are derived from the signatures of methods on a Spring Data repository that contain keywords in their name for constructing the query logic.', 'A spring-data-queries.xml file contains queries within entity tags that specify the query logic for each repository.']",2
28,How does Spring generate bean names for classes annotated with @Component that do not specify a name?,"['It uses the short name of the class with the first letter in lowercase.', 'It uses the short name of the class.', 'It uses the short name of the class in uppercase.', 'It uses the canonical name of the class in lowercase.']",0
29,What is the delegating filter proxy?,"[""It's the servlet filter chain proxy that handles all requests to the route defined in spring.security.xml. All calls to the filter proxy are forwarded to the ErrorDispatcherServlet."", ""It's the servlet filter chain that handles requests to the route defined in spring.security.factories. All calls to the filter proxy y are forwarded to the ErrorServlet."", ""It's the servlet filter proxy delegating to a filter bean specified in web.xml. All calls to the filter proxy will be delegated to that servlet filter bean."", ""It's the web servlet daemon filter proxy that delegates to a bean specified in spring.security.factories. All calls to the filter proxy that do not contain a proper route will return an error.""]",2
30,What value does Spring Boot Actuator provide?,"['It helps monitor and manage a Spring Boot application by providing endpoints such as health checks, auditing, metrics gathering, and HTTP tracing.', 'It provides out-of-the-box functionality that integrates with third-party metrics platforms to automatically scale up and down the number of threads in threadpools.', ""It's a CLI that allows you to modify the configuration of a running Spring Boot application without the need for restarting or downtime."", 'It provides out-of-the-box functionality that integrates wiltr?third-party metrics platforms to automatically scale up and down the number of instances of the Spring Boot application.']",0
31,What is the purpose of the @ContextConfiguration annotation in a JUnit Test?,"['It introspects the local machine and automatically provisions resources based on certain contextual configuration files.', 'It automatically generates comments for annotated classes on autowired dependencies to provide additional context about dependencies.', 'It defines metadata at the class-level to determine how to load or configure an ApplicationContext in Spring integration tests.', 'It automatically generates JavaDocs for annotated classes to provide additional context about the purpose of the class.']",2
32,How are authentication and authorization different?,"[""Authentication is the act of granting access to specific resources and functions based on config settings. Authorization is the act of introspecting a user's credentials to ensure they are not impersonating another user."", ""Authentication is the act of verifying certain resources and functions are actually valid. Authorization is the act of verifying a user's credentials have not expired."", ""Authentication is the act of verifying that certain resources and functions actually exist in the database. Authorization is the act of verifying a user's credentials to ensure they are valid."", 'Authentication is validating that users are who they claim to be. Authorization is granting access to specific resources and functions.']",3
33,What is the purpose of the @RequestBody annotation?,"['to create a ThreadLocal byte stream that allows a request to be encoded for reading directly into a database', 'to automatically generate a ThreadLocal byte stream from the body of a request that allows a request to scanned for security risks', 'to indicate whether an annotated handler method parameter should be bound to the web request body, which is converted by an HttpMessageConverter', 'to automatically validate the characters contained in a request to ensure that they are a valid character encoding']",2
34,What is the DispatcherServlet and what is its function?,"['The DispatcherServlet process daemon assigns a separate Web Servlet Container process to each HTTP request that comes into the web server.', 'It is a servlet that dispatches HTTP requests to registered handlers/controllers for processing.', 'The DispatcherServlet API assigns a separate Web Servlet Node process to each additional HTTP request that comes into the web server.', 'It is a servlet that dispatches an array of background daemon processes that allocate memory and CPU cycles to each request.']",1
35,What is Spring Boot autoconfiguration?,"['It triggers a local automated review of configuration files such as web.xml and detects possible security issues or automatically resolves circular dependencies.', 'It triggers an automated review of configuration by a web-based agent that reviews your existing web.xml file and detects possible security issues.', ""It's an opinionated, intelligent method of introspecting an app to configure beans that are likely to be needed. This configuration can be overridden over time with manual configuration."", 'It provides plug-in functionality while editing your web.xml and other config files that will autocomplete common dependencies while typing.']",2
36,Which are valid steps to take to enable JPA in Spring Boot?,"['Add an @EnableJpaRepositories annotation to your configuration class and create a Spring Data Repository.', 'Add an @EnableJpaEntities annotation to your configuration class, create a Spring Data YAML configuration file, and manually update the Spring XML config files to define your repository locations.', 'Add an @EnableDbFunctionality annotation to your configuration class, create a Spring Data XML configuration file, and manually update the Spring factories file to define your repositories.', 'Add an @InitJpaEntities annotation to your configuration class, create a Spring Data properties configuration file, and manually update the Spring startup parameters to define your repository locations.']",0
37,What is a transaction in the context of Spring Data?,"['a version-controlled schema change that is applied to a database', 'a sequence of actions representing a single unit of work managed as a single operation that can be either committed or rolled back', 'an encoded message and response between various shards of a database', 'an exchange or interaction between various worker nodes in a multithreaded environment']",1
38,Modularization of a concern that cuts across multiple classes is known as a(n)____.,"['multiclass', 'aspect', 'crosscut', 'sidecut']",1
39,How do you inject a dependency into a Spring bean?,"['any of these answers', 'Annotate a Setter method with the @Autowired annotation.', 'Specify parameters in the constructor with an optional @Autowired annotation.', 'Use field injection.']",0
40,Consider the properties file application.properties. How would you load the property my.property?,['A'],-1
41,What is a bean in the context of Spring?,['B'],-1
42,Which property is given precedence by Spring?,['C'],-1
43,"In the Spring Bean lifecycle pictured, what should the third step of the process be?",['D'],0
44,What Spring Boot property is used to set the logging level for the entire application in the application.properties file?,"['a managed dependency defined by configuration metadata that can be injected into downstream classes', 'a binary-encoded, agnostic, named entity that is translatable between different data formats', 'a payload that is transferable between different services in a Service-Oriented Architecture (SOA)', 'a discrete piece of data that is encoded in a binary format for persisting to a file system']",0
45,What is a Spring bean uniquely identified?,"['application properties located in an application.properties file outside the application.jar', '@PropertySource annotations on configuration classes', 'profile-specific application-{profile}.properties files', 'application properties located in an application.properties file inside the application.jar']",2
46,What is the difference between a JAR and a WAR distribution in Spring Boot?,"['Persist bean definitions into a database', 'Instance bean objects', 'De-normalize bean definition', 'Use reflection to inject bean objects into the servlet container']",1
47,How does the transaction propagation setting impact the behavior of transactions?,"['logging.settings', 'log.level', 'root.logger.level', 'logging.level.root']",3
48,What is printed when this code is run as a @SpringBootApplication?,"['an autogenerated UUID', 'a unique String name', 'an auto-incremented Integer ID', 'an ID derived from its location in memory']",1
49,"To register a custom filter that applies only to certain URL patterns, you should remove the _ annotation from the filter class and register a @Bean of type _ in Spring @Configuration.","['Spring Boot can create a self-executable WAR file that runs without needing a servlet container. A JAR file has to be deployed to an existing web container such as Tomcat with separate files for dependencies.', 'Spring Boot can create a JAR file that contains bytecode that interacts directly with the OS without needing a servlet container. A WAR file has to be deployed to an existing web container such as Tomcat with separate files for dependencies.', 'The Spring Boot JAR file will be deployed to a Servlet container such as Tomcat on an existing running web server locally. The WAR file will be deployed to a cloud-based servlet container.', 'Spring Boot can create a self-executable JAR file that contains all the dependencies and an embedded Servlet container. A WAR file has to be deployed to an existing web container such as Tomcat.']",3
50,What is the correct term for each definition bellow?,"['It ensures that transactions that are commited to the database are propagated to all the shards of a clustered database system.', 'None of these answers is correct.', 'It guarantees that transactions that are submitted to the database cluster are propagated to all the nodes of a clustered database cloud.', 'It enforces that a logical transaction scope is created for each method that determines rollback-only status, with an outer transaction scope being logically independent from the inner transaction scope.']",3
51,How should passwords be stored?,"['a null pointer stacktrace', 'true null', 'true package.TestService', 'false package.TestService']",0
52,What methods does this Pointcut expression reference?,"['@RequestMapping; WebRequest', '@Controller; URLFilter', '@WebFilter; ServletContextInitializer', '@Component; FilterRegistrationBean']",3
53,What is printed when this code is run as a @SpringBootApplication?,"['Passwords should be hashed using an adaptive one-way function such as bcrypt.', 'Passwords can be stored in a BASE64 encoded format if they are stored in a private database.', 'Passwords should be salted and hashed using the MD5 algorithm.', 'Passwords should be hashed using the SHA-1 algorithm, then salted to provide defence against rainbow table attacks.']",0
54,What is the purpose of a web application context?,"['any join point where the target object has a @Loggable annotation', 'any join point where the executing method has a @Loggable annotation', 'any method that implements Loggable', 'any method that extends Loggable']",0
55,What is Spring AOP?,"['true \n      \u2003 class java.text.SimpleDateFormat', 'true \n      \u2003 SimpleDateFormat', 'a NullPointerException stacktrace', 'a BeanDefinitionParsingException stacktrace']",3
56,"Assuming username and password authentication is in place, what method on the Authentication object can be used to obtain the username?","['Configures a web application that is able to be deleted and re-created during runtime through hot swap. It adds a recreateContext() method and defines a root WebDaemon that must be bound to in the bootstrap process.', 'It configures a Spring application that is able to be modified on the fly during runtime through bytecode re-encoding. Also it adds an updateContext() method and defines a root WebServlet that must be bound to in the bootstrap process.', 'It provides configuration for a web application that is read-only while running. Also, it adds a getServletContext() method and defines an attribute name to which the root context must be bound in the bootstrap process.', 'It provides configuration for a Spring application that is updatable on the fly during runtime through bytecode weaving. Also it adds an updateServletContext() method and defines a root servlet that must be bound to in the bootstrap process.']",2
57,"Assuming no additional configuration is provided, what is the first selection criteria Spring uses to choose a bean when autowiring a property?","['Aspect-Oriented Programming allows you to define different cross-cutting aspects that isolate beans to be available only in certain environments and profiles.', 'Aspect-Oriented Programming enables you to perform profiling, which lets you develop different cross-cutting JVM performance-tuning profiles for different aspects of your applications.', 'Aspect-Oriented Programming enables the modularization of cross-cutting concerns so that repeated boilerplate logic, such as logging code, does not pollute business logic.', 'Aspect-Oriented Programming enables you to persist cross-cutting data across modularized shards of your database.']",2
58,What is the result of calling the map controller method using the following HTTP request?,"['getPrincipal', 'getUsername', 'getUser', 'getDn']",0
59,What effect does private static have on the object service below?,"['none of these answers', 'bean type', 'bean size', 'bean name']",3
60,What is a security context?,"['An InvalidRequestBodyException is thrown at runtime.', 'A MissingPropertyException is thrown at runtime.', 'The text ""bnull"" is returned in the response body.', 'The text ""a"" is returned in th response body.']",2
61,How might you map an incoming request to a controller method?,"[""The application will result in a compile error because you can't autowire a private variable."", 'The application will compile and run, and service will have its dependency correctly injected by Spring.', 'The application will compile and run, but service will not be autowired because you cannot autowire a static class member.', 'The application will result in a compile error because you attempted to autowire a static variable.']",2
62,What methods does the Pointcut expression below reference?,"['The security context includes details of the principal currently using the app, which is stored by default in a ThreadLocal in an Authentication object.', 'The security context holds a list of all users and their encrypted passwords in memory and a list of resources that users are able to access.', 'The security context includes information about safe network IDs and IP addresses that are able to access the system.', 'The security context includes information about permissions on the local file system describing how local file resources can be accessed.']",0
63,What pattern does Spring MVC implement to delegate request processing to controllers?,"['Annotate a Controller class with @Controller. Then, using a specific naming convention for the methods, the RequestMappingHandlerAdapter will automatically configure your endpoints with the proper HTTP verb and URI.', 'Register a controller as a bean. Then, using a specific naming convention for the methods, the RequestMappingHandlerAdapter will automatically configure your endpoints based on values from the YAML config file.', 'Annotate a controller method with @RequestMapping, or a HTTP verb-specific annotation with a String URI pattern parameter (and other params as needed), which is supported through a RequestMappingHandlerMapping/Adapter.', 'Register a controller as a bean. Then, using a specific naming convention for the methods, the RequestMappingHandlerAdapter will automatically configure your endpoints based on values passed into the bean definition.']",2
64,What methods does this Pointcut expression?,"['any method with a name that contains the String ""setter"" with a single parameter', 'any method with a name that begins with String ""setter"" with a single parameter', 'any method with a name that begins with String ""setter""', 'any method with a name that contains the String ""setter""']",2
65,What is the output from invoking this Actuator endpoint in an unmodified Spring Boot application generated using Spring Intializr?,"['Front Controller', 'Facade', 'Reactive Chain', 'Observer']",0
66,How can you access the application context in a Spring integration test?,"['any join point only within the service package', 'This is not valid Pointcut expression', 'any method in a class that autowires a service bean', 'any join point within the service package or one of its subpackages']",3
67,What interface can be specified as a parameter in a controller method signature to handle file uploads?,"['The request would fail because the endpoint is disabled by default.', 'The Spring Boot app would return a URL and a list of currently running processes, and ask you to confirm the shutdown command.', 'The Spring Boot app would return a URL to confirm the shutdown command.', 'The Spring Boot app would begin shutting down.']",0
68,What is the purpose of this endpoint?,"['The context is present in a ThreadLocal so you can just call getSpringApplicationContextInstance() anywhere in a test to get the current context.', 'Test classes can implement the ApplicationContextAware interface or autowire the ApplicationContext.', 'The context is automatically injected in every test so you can just call getSpringApplicationContextInstance() anywhere in a test to get the current context.', 'You can just add the parameter Context context to any method so that the context is automatically wired in.']",1
69,What property can be used to set the active Spring profiles,"['FilePath', 'MultipartFile', 'File', 'MvcFile']",1
70,Which statement is true regarding loading and instantiation of Spring factories?,"['This endpoint is designed to delete an object of the typetype Pojo with the passed in path variable', 'This endpoint is designed to return JSON mapped to the object type Pojo with the passed in id.', ""This endpoint returns the path variable that describes the Pojo's location within the container."", 'This endpoint is designed to update an existing resource of the object type Pojo with the passed in id.']",1
71,What methods does this Pointcut expression reference?,"['active.profile', 'active.spring.profiles', 'spring.profiles.active', 'profiles']",2
72,"When configuring an application, which configuration is given precedence by Spring?","['During startup, the SpringFactoryInitializr collects all files in the CONFIG-INF directory from each dependency and downloads binaries to run each file.', 'During startup, the SpringFactoriesLoader gets a list of config and collects all the files in META-INF directory from dependencies. Then it builds a composite list for application context configurations.', 'During shutdown, the SpringFactoryDestructor collects all the files in META-INF directory from each dependency and begins shutting down each thread and process.', 'During startup and shutdown, the SpringFactoryInitializr downloads project configs for all configured dependencies.']",-1
73,What interface is used to represent a permission in Spring Security?,"['all methods of classes in the com.linkedin.TestService package', 'all methods of classes in the com.linkedin.TestService package annotated whith @Service', 'This Pointcut is not valid.', 'all methods defined by the TestService interface']",-1
74,What is the difference between constructor injection and setter injection?,"['profile specific application-{profile}.properties files', 'Java System Properties', 'application properties located in an application.properties file inside the application.jar', 'profile specific application-{profile}.properties files located outside the application.jar']",-1
75,Which println would you remove to stop this code from throwing a null pointer exception?,"['GrantedAuthority', 'SecurityChain', 'PermissionMatrix', 'AccessRule']",3
76,What is the default rollback policy?,"['Constructor injection overrides setter injection.', 'Setter injection creates a new instance if any modification occurs.', ""You can't use constructor injection for partial injection."", 'Constructor injection is more flexible than setter injection.']",-1
77,What is the difference between a CrudRepository and a JpaRepository?,"['formatter.getClass()', 'context.containsBean(""formatter"")', 'context.getBean(""formatter"").getClass()', 'context.getClass()']",-1
78,What is the security filter chain?,"['A rollback is triggered during any error that occurs during the transaction.', 'When an instance or subclass of Exception is thrown, this triggers a rollback, while any runtime exceptions do not.', 'Anytime an instance or subclass of Throwable is thrown, this triggers a rollback.', 'When an instance or subclass of RuntimeException is thrown, this triggers a rollback, while any checked Exception does not.']",-1
79,Which is not a valid stereotype annotation?,"['The CrudRepository extends the PagingAndSortingRepository, while the JpaRepository does not.', 'The CrudRepository exposes a superset of interface methods containing every datastore-specific method supported by Spring data. The JpaRepository contains only those specific to Spring Data JPA.', 'The CrudRepository is a base interface within Spring Data core that exposes a dedicated set of functions. The JpaRepository is a store-specific interface that exposes functionality specific to JPA.', 'The CrudRepository is part of the Java EE API, while JpaRepository is specific to Spring Data.']",-1
80,Which statement is true regarding loading and instantiation of Spring factories?,"[""It's a security filter chain that provides authentication with manual intervention such that multiple administrators of the system are able to approve users with auditability and traceability."", ""It's a series of user-completed activitiesâ€”such as password authorization, token verification, and many othersâ€”that require multiple factors of authentication to increase the level of security in the system."", ""It's a servlet filter chain where each filter has a specific responsibility such as security context, user and password authorization, exception translation, or filter security interception, processed in order."", ""It's a security filter chain that consumes multiple factors of authenticationâ€”such as password, token verification, biometrics, and IP whitelistingâ€”to successfully log a user into the system.""]",-1
81,What methods does this Pointcut expression reference?,"['@Component', '@Service', '@HtmlController', '@Controller']",-1
82,What is a transaction isolation level?,"['During startup, the SpringFactoriesLoader gets a list of configs and collects all the files in META-INF directory from dependencies. Then it builds a composite list for application context configurations.', 'During shutdown, the SpringFactoryDestructor collects all the files in META-INF directory from each dependency and begins shutting down each thread and process.', 'During startup, the SpringFactoryInitializr collects all files in the CONFIG-INF directory from each dependency and downloads binaries to run each file.', 'During startup and shutdown, the SpringFactoryInitializr downloads project configs for all configured dependencies.']",-1
83,What does the statement â€œSpring offers fully-typed adviceâ€‌ mean?,"['all methods defined in the service package', 'The Pointcut is not valid.', 'all methods defined in a service interface', 'all methods defined in the service package or one of its subpackages']",-1
84,,"['executing each transaction in its own dedicated threadpool to facilitate thread isolation', 'facilitating each transaction to occur on its own dedicated vCPU to guarantee throughput', 'the level of visibility and access a transaction has to the units of work of other transactions such as uncommitted writes', 'executing each transaction on its own process to provide resource isolation']",-1
85,,"['You declare the parameters you need in the advice signature rather than work with Object[] arrays.', 'You work with a collection of Objects that need to be explicitly casted.', 'You work with an array of a Generic type T[] instead of Object[] arrays.', 'You are able to undo type erasure in the Object[] that is exposed']",-1
