,Question,Answers,Right Index
16,The AutoSum formulas in the range C9:F9 below return unexpected values. Why is this?,"['The AutoSum formulas refer to the column to the left of their cells.', 'The AutoSum formulas exclude the bottom row of data.', ""The AutoSum formulas include the year at the top of each column in the calculation.\n      The formula bar clearly shows it's the dates (top row) included, along with the total (bottom) row. Thus, the bottom row of data is not excluded."", 'The AutoSum formulas include their own cells, creating a circular reference.']",2
17,The text filter in column A is designed to display only those rows where column A entry has a particular attribute. What is this attribute?,"['The second character in the cell is 9.', 'The number 9 appears one or more times within the cell.', 'The cell is comprised of 9 characters.', 'The number 9 appears once and only once within the cell.']",0
18,"An organization chart, which shows the hierarchy within a company or organization, is available as _ that is included with Excel.","['a 3D model', 'SmartArt', 'a Treemap chart', 'a drawing object']",1
19,You want to be able to restrict values allowed in a cell and need to create a drop-down list of values from which users can choose. Which feature should you use?,"['Protect Worksheet', 'Conditional Formatting', 'Allow Users to Edit Ranges', 'Data Validation']",3
20,"To round up a value to the nearest increment of your choice, such as the next five cents, what function should you use?","['ROUNDUP', 'MAX', 'ROUND', 'CEILING']",0
21,Which function returns the largest value amongst all values within the range H2:H30?,"['=MAX(H2:H30)', '=MAXIMUM(H2:H30)', '=LARGE(H2:H30,29)', '=UPPER(H2:H30,1)']",0
22,Which chart type can display two different data series as a different series type within the same chart?,"['XY chart', 'clustered column', 'bubble chart', 'combo chart']",0
23,"In the image below, what does clicking the button indicated by the green arrow do?","['Hides or shows the formula bar.', 'Selects all.', 'Hides or shows the ribbon.', 'Selects objects.']",1
24,Which formula returns the value in cell A1 of the worksheet named MySheet?,"['=MySheet!A1', '=MySheet_A1', '=MySheet&A1', '=MySheet@A1']",0
25,"In the worksheet below, you want to copy the formatting of cell A1 into cells B1:D1. Which approach (see arrows) accomplishes this the most efficiently?","['B', 'C', 'A', 'D']",2
26,Which formula correctly counts the number of numeric values in both B4:E4 and G4:I4?,"['=COUNT(B4:E4&G4:I4)', '=COUNT(B4:E4,G4:I4)', '=COUNT(B4:E4 G4:I4)', '=COUNT(B4:I4)']",3
27,"After activating a chart, which sequence adds a trendline to the chart?","['In the Format group, select Trendline from the Insert Shapes list.', 'Click outside the plot area and select Add Trendline', 'Click inside the plot and select Forecast.', 'Right-click a data series and select Add Trendline.']",3
28,Which Excel add-in will help you find a target result by varying multiple inputs to a formula?,"['Goal Seek', 'Power Pivot', 'Data Analysis', 'Solver']",0
29,What tool would you use to prevent the input in a cell of a date outside a specific range?,"['Protect Workbook', 'Watch Window', 'Data Validation', 'Filter']",2
30,"When you sort a list of numerical value into ascending or descending order, the value in the middle of the list is the _.","['mode', 'modulus', 'average', 'median']",3
31,Which format setting does not change the background appearance of a cell?,"['Cell style', 'Fill color', 'Pattern style', 'Font color']",3
32,"In Excel, what do most formulas begin with?","[':', '=', '(', '-']",1
33,"You need to determine the commission earned by each Sales Rep, based on the Sales amounts in B3:B50 and the Commission rate specified in cell A1. You want to enter a formula in C3 and copy it down to C50. Which formula should you use?","['=\\$A1*B3', '=$A$1*B3', '=A1*\\$B3', '=A1*B3']",1
34,"If you start a date series by dragging down the fill handle of a single cell that contains the date 12/1/19, what will you get?","['a series of consecutive days following the initial date', 'a series of days exactly one month apart', 'a series of days identical to the initial date', 'a series of days exactly one year apart']",0
35,"To discover how many cells in a range contain values that meet a single criterion, use the _ function.","['COUNT', 'SUMIFS', 'COUNTA', 'COUNTIF']",3
36,"Your worksheet has the value 27 in cell B3. What value is returned by the function =MOD (B3,6)?","['4', '1', '5', '3']",3
37,"For an IF function to check whether cell B3 contains a value between 15 and 20 inclusively, what condition should you use?","['OR(B3=>15,B3<=20)', 'AND (B3>=15,B3<=20)', 'OR(B3>15,B3<20)', 'AND(B3>15, B3<20)']",1
38,The charts below are based on the data in cells A3:G5. The chart on the right was created by copying the one on the left. Which ribbon button was clicked to change the layout of the chart on the right?,"['Move Chart', 'Switch Row/Column', 'Quick Layout', 'Change Chart Type']",3
39,Cell A20 displays an orange background when its value is 5. Changing the value to 6 changes the background color to green. What type of formatting is applied to cell A20?,"['Value Formatting', 'Cell Style Formatting', 'Conditional Formatting', 'Tabular format']",2
40,What does this formula do? =Sum(Sheet1:Sheet4!D18),"['It adds data from cell D18 of Sheet1 and cell D18 of Sheet4', 'It adds data from cell A1 of Sheet1 and cell D18 of sheet4', 'It adds all data in the range A1:D18 in Sheet1, Sheet2, Sheet3 and Sheet4', 'It adds data from all D18 cells in Sheet1, Sheet2, Sheet3 and Sheet4']",3
41,What is the term for an expression that is entered into a worksheet cell and begins with an equal sign?,"['function', 'argument', 'formula', 'contents']",2
42,How does the appearance of an array formula differ from that of a standard formula?,"[""In a worksheet cell, array formulas have a small blue triangle in the cell's upper-right corner."", 'A heavy border appears around the range that is occupied by the array formula.', 'In the formula bar, an array formula appears surrounded by curly brackets.', ""When a cell that contains an array formula is selected, range finders appear on the worksheet around the formula's precedent cells.""]",2
43,"In a worksheet, column A contains employee last names, column B contains their middle initials (if any), and column C contains their first names. Which tool can combine the last names, initials, and first names in column D without using a worksheet formula?","['Concatenation', 'Columns to Text', 'Flash Fill', 'AutoFill']",0
44,Which formula returns the value in cell A10 of the worksheet named Budget Variances?,"[""='Budget Variances'!A10"", ""='Budget Variances!A10'"", '=""BudgetVariances!A10""', '=""BudgetVariances""!A10']",0
45,Which function returns the leftmost five characters in cell A1?,"['=FIND(A1,1,5)', '=SEARCH(A1,5)', '=LEFT(A1,5)', '=A1-RIGHT(A1,LEN(A1)-5)']",2
46,Which function returns TRUE if cell A1 contains a text value?,"['=ISALPHA(A1)', '=ISCHAR(A1)', '=ISSTRING(A1)', '=ISTEXT(A1)']",3
47,"You select cell A1, hover the pointer over the cell border to reveal the move icon, then drag the cell to a new location. Which ribbon commands achieve the same result?","['Cut and Fill', 'Cut and Paste', 'Copy and Transpose', 'Copy and Paste']",1
48,You want to add a column to the PivotTable below that shows a 5% bonus for each sales rep. That data does not exists in the original data table. How can you do this without adding more data to the table?,"['Add a new PivotTable field.', 'Add a calculated item', 'Add a new Summarize Value By field.', 'Add a calculated field.']",3
49,"You need to determine the commission earned by each Sales rep, based on the Sales amount in B3:B50 and the Commission rate specified in cell A1. You want to enter a formula in C3 and copy it down to C50. Which formula should you use?","['=A1*$B3', '=A1*B3', '=$A$1*B3', '=$A1*B3']",2
50,The NOW() function returns the current date and time as 43740.665218. Which part of this value indicates the time?,"['6652', '43740.665218', '43740', '665218']",3
51,Cell A2 contains the value 8 and cell B2 contains the value 9. What happens when cells A2 and B2 are merged and then unmerged?,"['Both values are lost.', 'Cell A2 contains the value 8 and cell B2 is empty.', 'Cell A2 contains the value 8 and cell B2 contains the value 9.', 'Cell A2 contains the value 17 and cell B2 is empty.']",1
52,"In the formula =VLOOKUP(A1,D1:H30,3,FALSE), the lookup value (A1) is being looked for in _.","['column D', 'columns D through H', 'column H', 'column F']",1
53,An .xlsx workbook is saved into .csv format. What is preserved in the new .csv file?,"['cell values only', 'cell values and formats', 'cell values and formulas', 'cell value, formats, and formulas']",0
54,"Which function, when entered into cell G7, allows you to determine the sum total of annual sles for market regions 18 and greater?","['=SUMIF(G2:G6,"">17"",F2:F6)', '=SUM(G2:G6,"">=18,F2:F6)', '=SUMIF(F2:F6,"">=18"",G2:G6)', '=SUM(F2:F6,""18+"",G2:G6)']",2
55,"Which function, when entered into cell F2 and then dragged to cell F6, returns the performance rating text (e.g., ""Good"", ""Poor"") for each representative?","['=RIGHT(E2,LEN(E2)-27)', '=LEN(E2,MID(E2)-27)', '=LEFT(E2,LEN(E2)-27)', '=RIGHT(E2,MID(E2)-27)']",0
56,What is Colors[Inventory] referring to here?,"['the Inventory worksheet in the Colors workbook', 'the Inventory column in the Colors table', 'the Colors worksheet in the Inventory workbook', 'the named range Colors[Inventory], which does not use Format as Table Feature']",1
57,"Which VLOOKUP function, when entered into cell L2 and then dragged to cell L5, returns the average number of calls for the representative IDs listed in column J?","['=VLOOKUP(A2,J2:L5,1,FALSE)', '=VLOOKUP(J2,A$2:C$7,1,FALSE)', '=VLOOKUP(J2,A$2:C$7,3,FALSE)', '=VLOOKUP(J2,A2:C7,3,FALSE)']",2
58,Which formula calculates the total value of a single row of cells across a range of columns?,"['=SUBTOTAL(C1:Y15)', '=SUM(15L:15Z)', '=SUM(C15:Y15)', '=SUM(C11:C35)']",2
59,Which value is returned when you enter =LEN(C3) into cell F3?,"['4', '5', '3', '2']",1
60,How can you create the lower table from the top one when the tables are not linked?,"['Select Paste Special > Values.', 'Select Paste Special > Transpose.', 'Use the TRANSPOSE function', 'Click Switch Rows & Columns']",1
61,Which function returns the number of characters in a text string in cell A1?,"['=RIGHT(A1)-LEFT(A1)+1', '=LEN(A1)', '=EXACT(A1)', '=CHARS(A1)']",1
62,"Which formula, when entered into cell D2 and then dragged to cell D6, calculates the average total number of minutes spent on phone calls for each representative?","['=B$2*C$2', '=$C$2/$B$2', '=C2/B2', '=B2*C2']",3
63,The PivotTable below has one row field and two column fields. How can you pivot this table to show the column fields as subtotals of each value in the row field?,"['On the PivotTable itself, drag each Average field into the row fields area.', 'Right-click a cell in the PivotTable and select PivotTable Options > Classic PivotTable layout.', 'In the PivotTable Fields pane, drag Sum Values from the Columns section to a location below the field in the Rows section.', 'In the PivotTable Fields pane, drag each field from the Sum Values section to the Rows section.']",2
64,Which Excel feature allows you to hide rows or columns with an easily visible expand/collapse?,"['grouping', 'filtering', 'hiding', 'cut and paste']",0
65,"Monthly revenues of 2019 are entered in B2:M2, as shown below, To get year-to-date running total revenues, what formula should you enter in B3 and autofill through M3?","['=SUMIF($B$2:$M$2,""COLUMN($B$2:$M$2)<=COLUMN())"")', '=SUM($B2:B2)', '=SUM(OFFSET($A1,0,0,1,COLUMN()))', '=B2+B3']",1
66,From which field list was the pivotTalble created?,"['rows:event, donor / values: Sum of amount', 'columns: event / row:donor / values: Sum of amount', 'rows:donor, event / values: Sum of amount', 'filter: event / row:donor / values: Sum of amount']",2
67,"In the worksheet shown below, cell C6 contains the formula=VLOOKUP(A6,$F$2:$G$10,2,FALSE). What is the most likely reason that #N/A is returned in cell C6 instead of mallory's ID (2H54)","['The absolute/relative cell references in the formula are wrong', 'Cell A6 is not actualy text its a formula that need to be copied and pasted as a value', 'Column C in the lookup range is not sorted properly', 'A trailing space probably exist in cell A6 or F7']",3
68,What is the difference between pressing the delete key and using the clear command in the Home tab's Editing group?,"['deletes removes the entire column or row. Clear removes the content from the column or row', 'deletes removes formulas, values and hyperlinks. clear removes formulas, values, hyperlinks, formats, comments and notes', 'Delete removes the cell itself, shifting cells either up or to the left. Clear removes content and properties but does not muves cells', 'Delete removes formulas and values. clear removes formulas, values, hyperlinks, formats, comments and notes']",1
69,What is the intersection of a worksheet row and column?,"['cell', 'selection', 'element', 'scalar']",0
70,"In this PivotTable, the continuous variable weight is shown in the Row field. Another continuous variable is in the Sum Values field. It is important to reduce a long list of body weights to a smaller set of weight categories. How do you do this?","['Use weight as a filter field as well as a row field in the PivotTable.', 'Use IF() to show weight by categories instead of by pounds.', 'Click the Row Labels arrow and select Group.', 'Right-click any row field value in the PivotTable and select Group.']",3
71,How can you drill down into a PivotTable to show details?,"['Select the cell into which you want to drill down, right-click, and select Show Summary.', 'Select the cell into which you want to drill down, right-click and select Drill-down.', 'Select the cell into which you want to drill down and double-click.', 'Select the cell into which you want to drill down, right-click and select Show Details > Summary Page']",2
72,"To ensure the VLOOKUP function returns the value of an exact match, what do you need to enter into the Range_lookup field?","['0', '1', 'FALSE', 'TRUE']",2
73,Cell D2 contains the formula =B2-C2. What is the fastest way to copy that formula into cells D3:D501 (the bottom of the data set)?,"['Right-click D2 and select Fill Down.', ""Click D2's fill handle and drag it down to D501."", ""On the ribbon's Data tab, select Flash fill."", ""Double-click D2's fill handle.""]",3
74,"This data needs to be sorted by Group, then by Last Name, then by First Name. How do you accomplish this?","['] A', 'arrange the columns in this order: Group, Last Name, First Name.', 'ht-click any of the headers.', 'lect Sort All.', '] B', 'lect any cell in the dataset.', 'the Data tab, click the Sort button.', 'two levels to the default level.', 'pulate the Sort-by fields in this order: Group, Last Name, First Name.', '] C', 'ghlight the entire dataset.', 'the Data tab, click the Sort button. The headers appear.', 'ag the headers into this order: Group, Last Name, First Name.', '] D', 'lect a cell in the Group column, then sort.', 'ect a cell in the Last Name column, then sort.', 'ect a cell in the FIrst Name column, then sort.']",-1
75,How can you use Format Painter to apply the format of a single source cell to several nonadjacent destination cells?,"['] A', 'ght-click the source cell.', 'ck the Format Painter.', 'ht-click each destination cell.', 'ess Esc.', '] B', 'rl-click (Windows) or Command-click (Mac) each destination cell to select it.', 'ck the Format Painter.', 'ick the source cell.', '] C', 'lect the source cell.', 'ble-click the Format Painter.', 'ck each destination cell.', 'ess Esc.', '] D', 'lect the source cell.', 'ht-click the Format Painter.', 'ck each destination cell.', 'ss Esc.']",-1
76,Which is a valid Excel formula?,"['=(A5+B5)*B7', '=A3-7(B3:B5+4)', '=(A5+B5)B7', '=B3^[2*/3]']",0
77,"Columns D, E, and F are hidden in your worksheet. What is one way to unhide these columns?","['Select column G, then right-click and select Unhide.', 'Select column C, then right-click and select Unhide.', 'On the Page Layout tab, in the Rows and Columns section, select Unhide.', 'Click and drag to select columns C and G, then right-click and select Unhide.']",3
78,"Before publishing a document, you want to identify issues that may make it difficult for people with disabilities to read. Which feature should you use?","['Check Accessibility', 'Check Compatibility', 'Protect Document', 'Inspect Document']",0
79,How do you remove the background of an inserted image?,"['Select the image and, on the Picture Tools Format tab, use the Compress Picture feature.', 'Select the image and, on the Design tab, use the Format Background feature.', 'On the Drawing Tools Format tab, select Graphics Fill > Remove Background.', 'Select the image and, on the Picture Tools Format tab, click the Remove Background button.']",3
80,What is the result of the formula =4&3?,"['43', '12', '#VALUE!', '7']",0
81,"How do you remove everything (values, formatting, etc.) from a cell?","['Select the cell. On the Home tab, click Clear.', 'Select the cell and press Delete.', 'Right-click the cell and select Delete.', 'Select the cell. On the Home tab, click Clear > Clear All.']",3
82,What is the difference between a workbook and a worksheet?,"['An Excel file is a workbook. A workbook contains one or more worksheets.', 'Nothing-these two terms mean the same thing.', 'A workbook contains only data. A worksheet contains both data and formulas.', 'An Excel file is a worksheet. A worksheet contains one or more workbooks.']",0
83,How would you connect the slicer to both PivotTables?,"['You cannot use one slicer for two PivotTables.', 'Right-click the slicer and select Slicer Settings.', 'Merge the two PivotTables, right-click the merged PivotTable, and select Combine Slicer.', 'Right-click the slicer and select Report Connections, or click Report Connections on the Slicer tab.']",3
84,Which formula contains a valid absolute reference?,"['=B7*$G$3', '=(B7)*G3', '=B7*$[G3]', '=B7$*G3']",0
85,What happens if you use the AutoSum button in cell H4?,"['AutoSum shows the total in the bottom-right of the page', 'AutoSum will total the numbers in cells B4:G8', 'AutoSum will total the numbers in cells B4:G4', 'AutoSum will return a #VALUE! error.']",2
86,"To create this PivotTable, drag the _ field to the Rows area and the _ field to the Values area?","['Total Sales This Year; Total Sales This Year', 'Total Sales This Year; Market Region', 'Representative ID Number; Total Sales This Year', '] Market Region; Total Sales This Year']",-1
87,Cell A1 contains the number 3. Which formula returns the text Apple?,"['=SELECT(A1, ""Banana"", ""Orange"", ""Apple"", ""Mango"")', '=CHOOSE(A1, ""Banana"", ""Orange"", ""Apple"", ""Mango"")', '=CHOOSE(A1,""Banana"",""Orange"",""Apple"",""Mango"")', '=MATCH(A1,{""Banana"",""Orange"",""Apple"",""Mango""})']",1
88,Which value is calculated when the formula =AVERAGE(G2:G6)/AVERAGE(C2:C6) is entered into cell H7?,"['average number of minutes per call', 'average annual sales per minute', 'average number sales', 'average annual sales per call']",3
89,How would you search an entire workbook with Find & Select?,"['On the Home tab, click Find & Select > Find > Options (Windows) or Find & Select > Find (Mac). Change the Within drop-down to Workbook.', 'On the Home tab, click Find & Select > Find > Options (Windows) or Find & Select > Find (Mac). Change the Look in drop-down to Workbook.', 'On the Home tab, click Find & Select > Find > Options (Windows) or Find & Select > Find (Mac). Change the Search drop-down to All.', 'You cannot search an entire workbook - you must search the worksheets individually.']",0
90,"How do you create a heatmap in a table, such as this one, which is responsive to the values?","['map chart', 'color scales (within conditional formatting)', 'manual highlighting', 'data bars (within conditional formatting)']",1
91,"To split text across cells without using Merge & Center, click Formt Cells. The, on **","['Text control > Merge cells', 'Horizontal > Center across selection', 'Vertical > Center across selection', 'Data tab > Text to columns']",0
92,"In the worksheet below, what do the symbols in rows 4, 6, 7, and 11 indicate?","['The dates are erroneous, such as October 39, 2015.', ""The columns aren't wide enough to show the full date."", 'The time are incorrectly formatted as dates.', 'The text is incorrectly formatted as dates.']",1
93,You are determining % growth by dividing Growth by Sales. Which Excel function would you use to avoid #DIV/0! errors?,"['IFERROR', 'ROUND', 'ISERROR', 'DIVIDE']",0
94,You have a worksheet in Excel that will print as 10 pages. How can you ensure that the header row is printed at the top of each page?,"['Use Print Titles on the Page Layout tab.', 'Use Page Setup from the Backstage View.', 'Use Freeze Panes on the View tab.', 'Format your data as a table; the header prints automatically.']",0
95,"Which value is returned when you enter this function into cell G2? =IF(SUM(F2:F6)>12,""Too Many Tardy Days"",""No Tardiness Issue"")","['Too Many Tardy Days', '#NUM!', 'No Tardiness Issue', '#REF!']",2
96,"What ribbon command on the Home tab can you use to change a cell's fill color automatically, based on the value of the cell?","['Conditional Formatting', 'Format', 'Cell Styles', 'Fill']",0
97,"In this worksheet, how are cells A2:D2 related to cell C4?","['Cells A2:D2 are comments relating to the formula in cell C4.', 'Cells A2:D2 are the source of an error in the formula in cell C4.', 'Cells A2:D2 are precedents of the formula in cell C4.', 'Cells A2:D2 are dependents of the formula in cell C4.']",2
98,"What is the name given to the numbers in or above each bar in a column chart, as shown?","['data table', 'data numbers', 'data labels', 'data values']",2
99,Which chart type provides the best visual display of the relationship between two numeric variables?,"['radar chart', 'box and whisker chart', 'XY scatter chart', 'combo chart']",2
100,"To ensure that a collection of shapes are evenly spaced apart from left to right, select the shapes, click Page Layout > Align, and then click _.","['Distribute Horizontally', 'Align Center', 'Distribute Vertically', 'Align Middle']",0
101,A file extension of .xlsm indicates what type of workbook?,"['macro-enabled workbook', 'XML-standard workbook', 'Excel 2003 workbook', 'workbook where macros are not allowed']",0
102,How do you remove only the conditional formatting from a cell and leave all other formatting intact?,"['This is not possible-you can remove only all formatting from a cell.', 'Select the cell. On the Home tab, click Conditional Formatting > Clear Rules > Clear Rules from Selected Cells.', 'Right-click the cell and select Delete Conditional Formatting.', 'Right-click the cell and select Remove Conditional Formatting.']",1
103,"If a range name is used in a formula and the name is deleted, what happens to the formula?","['The formula display a warning but the actual cell address is substituted for the deleted name.', 'The formula becomes invalid and displays a #NAME? error.', 'The actual cell addresses replace the original range name in the formula.', 'The formula becomes invalid and displays a #N/A error']",1
104,"You want to restrict the values entered in a cell to a specified set, such as Hop, Skip, Jump. Which type of data validation should you use?","['input range', 'list', 'custom', 'database']",1
105,You want to find the second-largest invoice in a column containing all the invoices in a given month. What function would you use?,"['NEXT', 'MAX', 'LARGE', 'MATCH']",2
106,How can you see the data in column E?,"['Close the workbook without saving and reopen it.', 'Turn off conditional formatting.', 'On the Home tab of the ribbon, select Fit to Column.', 'Expand the width of its column.']",2
107,"In the worksheet below, a table called Projects extends from cell A1 to D10. Cell D1 contains the text Status. Cell E12 contains the formula =Projects[@Status]. What does this formula return?","['#VALUE!', 'a blank cell', '#REF!', '0']",2
108,Which Excel feature allows you to select all cells in the column with inconsistent formulas compared to the rest of the column?,"['On the Home tab, click Go To > Special > Column differences.', 'On the Formulas tab, click Trace precedents.', 'On the Formulas tab, click Trace errors.', 'On the Formulas tab, click show formulas']",0
109,What is one way to center text in a cell?,"['Right-click the cell and select Center (Windows) or Center Text (Mac).', 'Select the cell and, on the View tab in the Cells section, click Alignment and select Center (Windows) or Center Text (Mac).', 'Select the cell and, on the Home tab in the Alignment section, click Center (Windows) or Center Text (Mac).', 'Change the width of the cell until the text is centered.']",2
110,Cell D1 contains the value 7.877. You want cell D1 to display the value as 7.9 but keep the original number in calculations. How can you accomplish this?,"['Click the Decrease Decimal button once.', 'Click the Decrease Decimal button twice.', 'Use the ROUND() function.', 'In the Cells group on the Home tab, click Format > Format Cells. Then click the Alignment tab and select Right Indent.']",1
111,"Given the image below, what happens if you type ""P"" in cell A6?","['The word ""Perez"" appears and immediately the active cell moves down.', 'The word ""Perez"" appears and the active cell remains in Edit mode.', 'A pop-up list appears with the previous four names.', 'The letter ""P"" appears.']",1
112,"To insert a new column to the left of a specific column, right-click the header containing the column's letter and select _.","['Insert Column', 'Paste Special', 'Insert', 'Insert Column Left']",2
113,"Your transactions data set contains more than 10,000 rows. Some rows contain the same transaction. How would you remove the rows containing the identical transactions?","['Filter the relevant column, right-click the column head, and select Remove Duplicates.', 'This is possible only with Power Query.', 'With the data selected, on the Data tab click Remove Duplicates.', 'This is possible only using formulas.']",2
114,"A colleague shared an excel file with you, and you want to display a worksheet that is hidden in it. How you can do that?","['On the Home tab, click Unhide.', 'On the Review tab, click Unhide Sheet.', 'On the View tab, click New Window.', 'Right-click on any worksheet tab and select Unhide']",3
115,You have a column of dog breeds that are in all capital letters. What function would you use to convert those dog breeds so that only the first letter of each word is capitalized?,"['Sentence', 'Upper', 'Titlecase', 'Proper']",3
116,"In cell C2, how would you limit the user to choosing one of the company's five regions(East, Central, North, South, West)?","['Use reference tabs to create a drop-down list', 'Use a PivotTable slicer to create a drop-down list', 'Insert a table in the data to create a drop-down list', 'Use data validation to create a drop-down list']",3
117,"To calculate gross pay, hours are multiplied by the hourly rate. What formula would you put in cell C4 to then able to copy that cell down to the rest of the column","['=B1*$B$4', '=$B1*B4', '=B1*B4', '=$B$1*B4']",3
118,What do blue row numbers indicate?,"['The cells are selected/highlighted', ""Excel's options have been changed"", 'Certain rows in the data set are hidden', 'A filter is applied']",3
119,"Based on the data in columns D,G,H, and K below, what formula will calculate the average compensation for full-time employees who have a job rating of 5?","['=AVERAGEIF(D:D,K2,H:H,5,G:G)', '=AVERAGEIF(G:G,D:D,K2,H:H,5)', '=AVERAGEIFS(K2,H:H,5,G:G)', '=AVERAGEIFS(G:G,D:D,K2,H:H,5)']",3
120,Which feature enables you to quickly sort and reduce data to a subset?,"['data validation', 'conditional formatting', 'advanced sort', 'filters']",-1
121,You have a formula in cell A1. You want to display that formula in cell B1. What function can you use in cell B1?,"['TEXT', 'FORMULATEXT', 'ISFORMULA', 'ISTEXT']",1
122,You want to remove the unprintable characters and unnecessary spaces from column A. What formula would you put into cell B2 to copy down to the rest of the column?,"['=ERROR.TYPE(A2)', '=CLEAN(TRIM(A2))', '=CHOOSE(A2)', '=TRIM(A2)']",1
123,The amount of sales tax on each sale is calculated as the selling price times the quantity sold times the sales tax rate. What formula would you use in celle E4 to then be able ro copy that cell to the rest of the column?,"['13', '7', '11', '15']",1
124,Which is not a way to edit a formula in a cell?,"['=C4D4$B$1', '=(C4D4)B1', '=C4D4B1', '=C4D4(B1)']",0
125,What dows this formula do?,"['Press F2.', 'Select the cell and then click in the formula bar.', 'Double-click the cell', 'Right-click the cell and select Edit']",3
126,,"['It adds data form all D18 cells in Sheet1, Sheet2, Sheet3, Sheet4', 'It adds data from cell D18 of Sheet1 and cell D18 of Sheet4', 'It adds alla data in the range A1:D18 in Sheet1,Shee2, Shee3, and Sheet4', 'It adds data from cell A1 of Sheet1 and cell D18 of Sheet4']",0
