,Question,Answers,Right Index
14,"UI elements, such as images and buttons, may be fixed at specific screen positions to build responsive interfaces. Which Unity features help achieve this?","['Events and raycasts', 'Quaternions and Euler angles', 'Opacity and transparency', 'Anchors and pivots']",3
15,The occlusion map of a material is often a grayscale image with pixels ranging between black and white. What does this map contribute to an objectâ€™s material?,"['White pixels reveal the detail map and black pixels reveal none', 'White pixels allow emission and black pixels allow none', 'White pixels receive shadows and black pixels receive none', 'White pixels receive full indirect illumination and black pixels receive none']",3
16,What can you use to organize different game objects into groups inside the Hierarchy panel?,"['Canvas objects', 'Event systems', 'Empty objects', 'Mesh renderers']",2
17,The Project windows search box can filter the display of assets with text commands. Which command displays only texture assets?,"['T:mesh', 'T:texture', 'T:mesh', 'Show textures']",1
18,A bullet game object is fired from a weapon and travels quickly through the scene using a RigidBody component. It sometimes passes through solid objects even though they have colliders. What is a reasonable strategy for correcting this?,"['Expand the collider size of all scene objects and the bullets to detect collisions with better time', 'Increase the Fixed Time Step value from the Project Settings dialog to change the frequency of the FixedUpdate event', 'Change the Collision Detection property of the Rigidbody to Continuous Dynamic or Continous Speculative', 'Enable the IsKinematic property of the Rigidbody']",2
19,Some material types may include normal map textures. What does a normal map achieve?,"['It programmatically reduced the polycount of your meshes.', 'It displaces mesh geometry with extrusion and bevels to generate higher-poly versions.', 'It creates the appearance of surface detail on mesh - like bumps, dents, and scratches', 'It is a level-of-detail system that progressively reduces a meshâ€™s polygons as a scene camera moves farther away from it']",2
20,A SkinnedMeshRenderer component is attached automatically by Unity to some mesh objects when they are added to a scene. Which reason best explains why?,"['The mesh file contains bones and rig data', 'The game object also features an animator component', 'The game object is a Player-Controlled character', 'The mesh file contains a humanoid character']",0
21,Which C# attribute can show a private variable in the object inspector?,"['Range', 'HideInInspector', 'Serializable', 'SerializedField']",3
22,What is a technique for optimizing Unity UI elements?,"['Group static UI elements on one canvas, and dynamic elements on a separate canvas', 'Position all canvas objects to the world origin', 'Group as many UI elements as possible onto only one canvas', 'Divide the screen into multiple canvas objects, each sized to a quarter of the screen size']",0
23,What does the C# Space attribute used below achieved?,"['It inserts 20 space characters as a default value into the string variable below', 'It inserts 20 pixels of margin on all edges around the variable inside the Object Inspector', 'It inserts 20 pixels of empty space above the variable inside the Object Inspector', 'It inserts 20 pixels of empty space below the variable inside the Object Inspector']",2
24,"Every time you double-click a C# script file from the Project window, Unity prints the message below (or something very similar) to the console. What is a reasonable step in trying to solve this? Cannot start process because a file name has not been provided","['Search the Project windows for all script files and then rename all of them', 'Set Visual Studio as the code default editor via the External Tools tab of the Preferences menu', 'Ensure you have specified a Play mode tint color from the Colors tab of the Preferences menu', 'Select the Script file, and then select Assets > Find references in Scene from the Application menu']",1
25,What is the Console windows useful for?,"['Viewing and editing text files', 'Downloading data packets and asset packages', 'Typing and executing command line instructions through a shell interface', 'Identifying errors in your script files and project']",3
26,"Sprite atlas assets, large textures containing many smaller sprites, can be optimized by batching together what?","['Sprites that are non animated', 'Sprites that appear together in game', 'Sprites using the same color palette', 'Sprites of the same dimensions']",2
27,"You are making a game where you need to execute your own functions in response to critical animation events for a rigged character. Specifically, there are two events you must handle: when an animation state is entered and when it is exited in the Animator graph. Which class may be used to invoke your code when those two events happen?","['AnimatorClipInfo', 'StateMachineBehaviour', 'AnimationInfo', 'AnimatorUtility']",1
28,How can you change the unique bundle identifier for a mobile build?,"['Select Assets > import Package, and then import the Cross-Platform Input Asset Package', 'Select Windows > Asset Management > Version Control, and then enter an identifier in the Source field', 'Select File > Build Settings. Then from the Build dialog box, select Android or iOS, and select the Bundle Identifier from the Compression Method drop down menu.', 'Select Edit > Project Settings > Player from the menu, and then expand the Other Settings tab']",3
29,Rigidbody components may be added to objects with colliders to make them affected by physical forces. What does the IsKinematic property achieve?,"['It removes gravity from an object but retains all other forces', 'It removes all physical forces from the object, except gravity', 'It converts the object into physical forces that affect other objects', 'It suspends physical forces on the object, allowing manual transofrmations']",3
30,The primary directional light in a scene is linked by default to a procedural scene Skybox. What does the rotation of this light control?,"['The orientation of the Skybox', 'The night and day status of the skybox', 'The acoustics of all audio sources', 'The resolution of the skybox']",1
31,You can combine quaternions together through which arithmetic operation?,"['Multiplication', 'Division', 'Addition', 'Subtraction']",0
32,Which feature generates binary tree data to optimize camera rendering in a scene?,"['Render textures', 'Navigation mesh', 'Profiler', 'Occlusion Culling']",3
33,How does the Range C# attribute control the interaction behavior of numerical variables in the Object Inspector?,"['It restricts the variable value using a slider widget', 'It validates the variable values through a text box widget', 'It restricts the variable values using a color picker widget', 'It presents valid options in a drop down list']",0
34,What does this code fragment do when attached to a rigged character?,"['It blends the characters head animation with a second predefined animation', 'It makes the characters head face toward the specified target', 'It returns the characters head back to a neutral position', 'It makes a game object face toward the characters head']",-1
35,The variable Transform.forward is a Vector3 measured in what?,"['Local space', 'Innerspace', 'Normal space', 'World space']",0
36,De-lighting is associated with which technology?,"['Virtual reality', 'Augmented reality', 'Motion capture', 'Photogrammetry']",3
37,"Humanoid character assets, like NPCs and the player character, feature on Avatar object. Which statement best describes its purpose?","['Avatars define parameter sets for facial muscle blendshapes', 'Avatar facilitate animation retargeting across different humanoid characters', 'Avatar define IK data for animated characters', 'Avatars describe how textures map on deforming objects during animation']",1
38,You can perfectly align two mesh objects together at the vertices by using vertex snapping. How do you best access this tool?,"['Select a mesh object and press the W key over the destination vertex', 'While holding down the C key, click and drag from the source to the destination mesh', 'Select Edit > Enable Vertex Snap from the menu, and then select your object', 'While holding down the V key, click and drag your object from a corner vertex to its destination']",3
39,Which statement best descibes the function Quaternion.Euler?,"['It prints a Quaternion to a string that shows its X, Y, and Z rotation in degrees', 'It converts a 3D orientation from Radiens to a Quaternion', 'It converts a 3D orientation that is measured in degrees into a Quaternion', 'It converts a Quaternion into a Vector3 in which X, Y, and Z are measured in degrees']",2
40,What does the Destroy function do?,"['It deactivates the specified game object immidiately', 'It deletes the specified game object after the current update loop', 'It deletes the specified game object when the application terminates', 'It deletes the specified game object immidaitely']",1
41,"You can programmatically control audio effects, like Pitch and Reverb, from C# scripts using which feature of an Audio Mixer asset?","['audio attenuation', 'exposed parameters', 'ParamEQ', 'Audio Mixer groups']",1
42,"Multiple animations may be mixed together on a single character, selectively on different limbs. Which Mecanim feature supports this?","['Mip Maps', 'avatar masks', 'StateMachineBehaviour scripts', 'animation events']",1
43,What does the PlayableDirector component allow you to do?,"['run multiple functions on different game objects in parallel', 'switch between different scene cameras on demand', 'control the playback of a timeline instance in the scene', 'record a gameplay session to a video file']",2
44,What does the Grid component do?,"['generate a grid sprite at world origin', 'helps you move objects to fixed grid increments', 'reders and isometric grid in the scene during gameplay', 'generates a grid mesh at the world origin']",1
45,Timeline sequences can initiate code during an animation using which feature?,"['EventSystem', 'markers', 'signals', 'packets']",1
46,Which code sample uses C# properties for creating the health functionality?,['A'],-1
47,Which statement is not true?,['B'],-1
48,When is the Reset method of MonoBehaviour invoked automatially?,['C'],0
49,Which C# attribute allows a class and its methods to run inside the editor during Edit mode?,['D'],-1
50,The IsPointerOverGameObject static function of the EventSystem class is useful for creating which behaviour?,"['A Coroutines will continue running on deactivated objects', 'B All component scripts inherit from MonoBehaviour', 'C Only humanoid characters feature bones', 'D The Update function is never called automatically while an object is deactivated']",-1
51,Which C# code fragment continuously updates an object's yaw (Y rotation)?,"['A When a game object moves from one scene to another', 'B When adding a component to an object or resetting its values in Edit mode', 'C When a scene begins or is restarted', 'D When the scene begins or restarts for a deactivated game object']",1
52,,"['A [Range(0,10)]', 'B [Live]', 'C [RunInEditor]', 'D [ExecuteAlways]']",3
53,,"['A moving UI elements in sync with the cursor as it drags across the screen', 'B changing the highlight of buttons as the cursor moves over them', 'C preventing mouse clicks on game objects behind the UI canvas <- i believe this is the correct answer but supervision would be helpful', 'D identifying which 3D object the cursor is hovering over']",2
54,,"['c# transform.localRotation *= Quaternion.Euler(0f, RotSpeed * Time.deltaTime, 0f);', 'c# transform.Rotate(Vector3.right, RotSpeed * Time.deltaTime);', 'c# transform.RotateAround(Vector3.up, RotSpeed * Time.deltaTime);', 'c# transform.SetParent(null);']",-1
