,Question,Answers,Right Index
44,API traffic that is entirely internal to your organization is normally called _?,"['inbound traffic', 'north-south traffic', 'internal traffic', 'east-west traffic']",2
45,What is the best approach for requesting JSON instead of XML from an API?,"['Add .json to the URL.', 'APIs do not use XML.', 'Use the Content-Type header.', 'Use the Accept header.']",3
46,"When a user attempts to access a record that is not their own, which HTTP response code is the most appropriate?","['403', '404', '401', '405']",2
47,Which is a benefit of using an API gateway?,"['HTTP verbs', 'JSON payloads', 'HTTP response codes', 'rate limiting/throttling']",3
48,API testing must be treated as _?,"['red team testing', 'white box testing', 'blue box testing', 'black box testing']",3
49,Which HTTP verb is used in a CORS preflight request?,"['PUT', 'POST', 'GET', 'OPTIONS']",3
50,Which response header will tell the client that the response is cached for 1 minute ?,"['Expires: 1 minute', 'Cache-Control: max-age=60', 'Expires: 1 January 2020', 'Cache-Expires: max-age=60']",1
51,What is the concept that allows an API client to explore an API via links embedded in payloads?,"['hypermedia', 'link relations', 'parsing', 'browsing']",1
52,Which HTTP response code describes a new resource as created successfully?,"['200', '201', '204', '202']",1
53,Which is an example of Code on Demand?,"['AWS Lambda', 'downloading open-source software', 'Serverless', 'JavaScript on a webpage']",3
54,Which URL pattern should you follow for accessing a subresource attached to a specific resource?,"['/companies/employees/{companyId}/{employeeId}', '/company/{companyId}/employees/{employeeId}', '/companies/{companyId}/employees/{employeeId}', '/companies/{companyId}/employee/{employeeId}']",2
55,Which REST constraint essentially prohibits the use of cookies?,"['Stateless', 'Cacheable', 'Layered System', 'Uniform Interface']",0
56,Which HTTP verb is used to delete a resource?,"['FLUSH', 'DELETE', 'CLEAR', 'DESTROY']",1
57,Which verb is not considered idempotent?,"['DELETE', 'GET', 'PUT', 'POST']",3
58,Which REST constraint specifies that each request should stand on its own and not have a specific required order?,"['Uniform Interface', 'Cacheable', 'Stateless', 'Client-Server']",2
59,"When you get a 429 response code, what should you do next?","['Check you JSON structure.', 'Check the API uptime status.', 'Slow down your requests.', 'Check you API key.']",2
60,"When exploring record sets, what is the best approach for pagination?","['date-based filtering', 'next/previous cursors', 'page size and filters', 'database IDs']",1
61,What is not a method for API authentication or authorization?,"['OAuth', 'biometrics', 'API Keys', 'username and password']",1
62,Which HTTP response code usually means the requested work is still processing and may or may not result in an error later?,"['200 OK', '204 No Content', '201 Created', '202 Accepted']",3
63,"When validating a JWT, what are some of the claims that you must confirm? (Select all that apply.)","['A,B,E,H', 'B,C,F,G', 'A,D,G,H', 'A,C,E,G']",0
64,"To create a new resource, what HTTP response code should you receive?","['405', '201', '200', '204']",1
65,API traffic that enters and leaves your organization is normally called ___?,"['east-west traffic', 'inbound traffic', 'north-south traffic', 'external traffic']",2
