,Question,Answers,Right Index
17,What is the output of this piece of code?,"['x = 10 and y = 20\nx = 11 and y = 19', 'x = 11 and y = 19\nx = 10 and y = 20', 'x = 10 and y = 19\nx = 11 and y = 20', 'x = 11 and y = 20\nx = 10 and y = 19']",2
18,What results from executing this code snippet?,"['The first is a variable declaration that will hold an element in a sequence. The second is the sequence to traverse.', 'The first is an iterator, and the second is the increment value to be added to the iterator.', 'The first is the iterating variable. The second is an std::pair that specifies the range (start and end) in which the variable will iterate.', 'The first is a container object. The second is an std::pair that specifies the range (start and end) in which the elements will be accessed within the loop.']",0
19,"What is a valid definition for the get_length function, which returns the length of a null-terminated string?","['There is no output because there is an exception when comparing an int8_t with a uint8_t.', 'greater', 'less', 'There is no output because there is a compiler error.']",2
20,Which STL class is the best fit for implementing a collection of data that is always ordered so that the pop operation always gets the greatest of the elements? Suppose you are interested only in push and pop operations.,"['a=-56, b=100', 'a=-55, b=100', 'a=200, b=-156', 'a=200, b=100']",0
21,What is the meaning of the three sections specified between parentheses in a for loop separated by semicolons?,"['Part A executes because x==5 (true) and y==2 (true), thus the AND operation evaluates as true.', 'Part B executes because (x & y) results in 0, or false.', 'Part A executes because (x & y) results in a nonzero value, or true.', 'Part B executes because the statement (x & y) is invalid, thus false.']",1
22,What does this code print?,['A'],0
23,What is true about the variable named ptr?,['B'],-1
24,What is the output of this code?,['C'],-1
25,What is the output of this code?,['D'],-1
26,What is the difference between a public and a private class member?,"['std::list', 'std::vector', 'std::priority_queue', 'std::map']",2
27,What is the value of x after running this code?,"['The first is the iterating variable name, the second is the number of times to iterate, and the third is the desired increment or decrement (specified with a signed integer).', 'The first is the initialization block, the second is the condition to iterate, and the third is the increment block.', 'The first is the iterating variable, the second is the container in which it should operate, and the third is an exit condition to abort at any time.', 'The first is the iterating variable name, the second is the starting value for the iterating variable, and the third is the stop value (the last value plus one).']",1
28,Which statement is true?,"['0,1,1,0', '0,1,0,1', '0,0,1,0', '1,0,1,0']",0
29,"Consider a pointer to void, named ptr, which has been set to point to a floating point variable g. Which choice is a valid way to dereference ptr to assign its pointed value to a float variable f later in the program?","['It is a pointer initialized at NULL.', 'It is a pointer to a void function.', 'That declaration causes a compiler error, as pointers must specify a type.', 'It is a pointer to a value with no specific type, so it may be cast to point to any type.']",3
30,What is the .* operator and what does it do?,"['c is d and d is c', 'c is A and d is 3', 'c is 3 and d is A', 'c is c and d is d']",2
31,"For these declarations, which choice shows four equivalent ways to assign the character ""y"" in the string to a char variable c?","['1/2 = 0.499999', '1/2 = 0', '1/2 = 0.000000', '1/2 = 0.5']",2
32,"Which choice is the correct declaration for the class named Dog, derived from the Animal class?","['Public members are the same as global variables, so every part of the code has access to them. Private members are the same as automatic variables, so only their class has access to them.', 'Public members are made accessible to any running application. Private members are made accessible only to the application where the object is instantiated.', 'Public members will be compiled as shared variables in a multithreaded environment. Private members will be compiled as Thread-local variables.', ""Public members can be accessed by any function. Private members can be accessed only by the same class's member functions and the friends of the class.""]",3
33,What is the output of this code?,"['3', '7', '-3', '13']",2
34,How can C++ code call a C function?,"['Only classes can have member variables and methods.', 'C++ supports multiple inheritance.', 'C++ supports only single inheritance.', 'Only structs can inherit.']",1
35,"Which choice is not a valid type definition of a structure that contains x and y coordinates as integers, and that can be used exactly as shown for the variable named center?","['float f=*(float)ptr;', 'float f=(float *)ptr;', 'float f=(float)*ptr;', 'float f=*(float *)ptr;']",3
36,Which choice does not produce the same output as this code snippet? Assume the variable i will not be used anywhere else in the code.,"['It is the same as the class member access operator, or arrow operator (->), which allows you to access a member of an object through a pointer to the object.', 'It is the pointer to member operator, and it allows you to access a member of an object through a pointer to that specific class member.', 'It is the member access with address of operator, which returns the address of a class or struct member.', 'It is a combination of the member access operator (.) and the dereference operator (*), so it allows you to access the object that a member pointer points to.']",1
37,What does this part of a main.cpp file do?,['A'],-1
38,"Consider this function declaration of is_even, which takes in an integer and returns true if the argument is an even number and false otherwise. Which declarations are correct for overloaded versions of that function to support floating point numbers and string representations of numbers?",['B'],-1
39,Which choice is an include guard for the header file my_library.h?,['C'],0
40,What's wrong with this definition when using a pre-C++11 compiler?,['D'],-1
41,What is the statement below equivalent to?,['A'],-1
42,Consider a class named complexNumber. Which code will result in an equivalent object?,['B'],0
43,What is the result from executing this code snippet?,['C'],-1
44,What would be the output of this code?,['D'],-1
45,What is the output of this code?,"['c = -1, which is less than 10', 'c = 255, which is greater than 10', 'c = -1, which is greater than 10', 'c = 255, which is less than 10']",0
46,"Which of the following STL classes is the best fit for implementing a phonebook? Suppose each entry contains a name and a phone number, with no duplicates, and you want to have lookup by name.","['by simply calling the C code', 'there is no way for C++ to call a C function', 'by using extern ""C""', 'by importing the source C code']",2
47,What does this program do?,['A'],0
48,Which of the following is not a consequence of declaring the member variable count of my_class as static? / Alt.: Which statement is true when declaring the member variable count as static?,['B'],-1
49,What is the assumed type of a constant represented in the source code as 0.44?,['C'],-1
50,What is an appropriate way of removing my_object as shown below?,['D'],-1
51,What is the correct way to call the count member function for the object pointer called grades?,['A'],0
52,What would be the output of this code?,['B'],-1
53,"Does this code cause a compiler error? If so, why, and if not, what is child_t?",['C'],-1
54,What is this expression equivalent to?,['D'],-1
55,What is this expression equivalent to?,"['It causes the toolchain to compile all the contents of library.h so that its executable code is available when needed by the final application.', 'It cherry picks library.h for the declarations and definitions of all data and functions used in the remainder of the source file main.cpp, finally replacing the #include directive by those declarations and definitions.', 'It informs the linker that some functions or data used in the source file main.cpp are contained in library.h, so that they can be called in run time. This is also known as dynamic linking.', 'It causes the replacement of the #include directive by the entire contents of the source file library.h. This is similar to a Copy-Paste operation of library.h into main.cpp.']",3
56,What does this function do?,['A'],0
57,Consider a class named CustomData. Which choice is a correct declaration syntax to overload the postfix ++ operator as a class member?,['B'],-1
58,"You want to sort my_array, declared below. Which choice is the correct call to std::sort, using a lambda expression as the comparison function?",['C'],-1
59,Which choice is the most reasonable implementation of the function std::mutex::lock() by using std::mutex::try_lock()?,['D'],-1
60,What is the main difference between these two Functions?,['A'],-1
61,What is the purpose of a destructor?,['B'],0
62,What is one benefit of declaring the parameter as a const reference instead of declaring it as a regular object?,['C'],-1
63,What is an include guard?,['D'],-1
64,What would be the correct declaration of a default constructor for a class named Sprite?,"[""There's nothing wrong with it."", 'An std::vector cannot contain more std::vector containers as its elements.', 'The correct syntax should be: std::vector[std::vector[int]] thematrix;', '>> is parsed as the shift-right operator, and thus results in a compile error.']",3
65,What is the purpose of this line in a header file?,"['sprite.x', 'sprite.*x', '(*sprite).x', '*sprite.x']",2
66,What is a variable of type double?,['A'],-1
67,"Other than shifting bits to the left, what is the << operator used for ?",['B'],-1
68,"Which choice is a reason to specify the type of a pointer instead of using void *, which works as a pointer to any type?",['C'],0
69,What is wrong with this piece of code?,['D'],-1
70,"When placed in a valid execution context, which statement will dynamically allocate memory from the heap for an integer of value 11?","['Part A executes because the expression (~x || y) always results in true if y==false.', 'Part B executes because the statement (~x || y) is invalid, thus false.', 'Part A executes because ~x is not zero, meaning true.', 'Part B executes because ~x is false and y is false, thus the OR operation evaluates as false.']",3
71,Which choice best describes the type long?,"['The output is the addresses of nums[0], nums[1], and nums[2], in that order, with no spaces.', '256', '0', '243']",1
72,Which of the following types has the closest functionality to a class?,"['0.54 2.71828 3.14159 5.499999 10.0', '1 3 4 6 11', '0 2 3 5 10', '1 3 3 5 10']",3
73,"Given these records in a map, how will you update the value for the key ""Sinead"" to 22?","['std::priority_queue', 'std::list', 'std::vector', 'std::map']",3
74,Why can the std::sort receive a function object as one of its parameters?,"['It renames text1.txt to text2.txt.', 'It makes a directory called text2.txt and moves text1.txt there.', 'It copies the contents of text1.txt into text2.txt - i.e., it makes a copy of text1.txt, named text2.txt.', 'It appends the contents of text1.txt into text2.txt - i.e., replaces the contents of text2.txt by the concatenation of text2.txt and text1.txt.']",2
75,What will happen when you execute this code snippet?,"['The variable cannot be modified by any part of the code in the same application or thread. However, other threads may modify it.', 'The variable exists even when no objects of the class have been defined so it can be modified at any point in the source code.', 'The variable is allocated only once, regardless of how many objects are instantiated because it is bound to the class itself, not its instances.', 'All objects that try to access their count member variable actually refer to the only class-bound static count variable.']",0
76,"Which access specifier does not allow class members to be accessed from outside the class, but allows them to be accessed by derived classes?","['double', 'long float', 'long double', 'float']",0
77,,"['delete(my_object);', 'free(my_object);', 'The garbage collector will destroy the object eventually.', 'Exiting the scope will destroy the object.']",0
78,,"['grades.count();', 'my_array->count();', 'grades->count();', 'my_array.count();']",2
79,,"['There is no output. The code causes a compiler error because nums is an array of references, which is illegal.', '846', 'The output is the addresses of i2, i0, and i1, in that order, with no spaces.', '468']",0
80,,"['Yes, it causes a compiler error because the colon character is not allowed in struct definitions.', 'No, and child_t is a type defined as a structure with bit fields. It has 4 bits for age and 1 bit for gender in the first byte, and 2 bits for size in the second byte.', 'Yes, it causes a compiler error because there is an unnamed field.', 'Yes, it causes a compiler error because one field is defined as having a size of 0.']",1
81,,"['*(A.B)', 'B=A', '(*A).B', '&A.B']",2
82,,"['A.B.C.D', '*A.*B.*C.*D', '&A.&B.&C.&D', '*(*((*A).B).C).D']",3
83,,"['It declares a memory buffer named buff that starts at address 20 and ends at address 70.', 'It sets all bits in the array named buffer from its element at index 20 to its element at index 50.', 'It writes the value 20 in every memory address from buff to buff+49.', 'It declares a memory buffer named buff that starts at address 20 and ends at address 50.']",2
84,,"['CustomData& operator++();', 'void operator++(CustomData);', 'CustomData operator++(CustomData);', 'CustomData operator++(int);']",3
85,,['A'],0
86,,['B'],-1
87,,['C'],-1
88,,['D'],-1
89,,['A'],0
90,,['B'],-1
91,,['C'],-1
92,,['D'],-1
93,,"['lock() has a higher privilege over try_lock(). This means that you have a better chance of acquiring a mutex with lock().', 'Both attempt to acquire a lock, but lock() blocks if the mutex is not available, whereas try_lock() returns whether the mutex is available or not.', 'lock() enforces preemption, whereas try_lock() suggests preemption.', 'If the mutex is not available, try_lock() returns with a corresponding code, whereas lock() snatches the mutex from the thread that currently has it.']",1
94,,"['It allows the programmer to write the necessary code to free the resources acquired by the object prior to deleting the object itself.', 'It deletes an object. One example of a destructor is the delete() function.', 'It terminates a program. This may be achieved as a regular function call or as an exception.', 'There are no destructors in C++.']",0
95,,"['Actually, objects cannot be passed as regular variables, because they require a constructor call. Therefore, a const reference is the only way to pass class instances to functions.', 'There are no benefits because a reference and an object are treated as the same thing.', 'The const qualifier forbids the code to modify the argument, so the programmer can rest assured that the source object will remain unchanged. / Alt.: The argument is passed as a reference, so if the passed my_array object is large, the program will require less time and memory.', 'The argument is passed as a reference, so the Function receives a copy that can be modified without affecting the original variable.']",2
96,,"['a preprocessor directive that prevents inconsistent behaviors in lines that contain the #ifdef, #ifndef, or #elif directives', 'a compiler option that prevents the user code from including additional libraries', 'a preprocessor statement that prevents a source file from being included more than once in a project', 'a library that adds safety features such as mutexes, watchdog timers, and assertions to the project']",2
97,,"['cpp\n  public:\n            Sprite();', 'cpp\n  private:\n            void Sprite();', 'cpp\n  public:\n            void Sprite();', 'cpp\n     private:\n            Sprite();']",0
98,,"['to restrict the use of its contents to only one source file', 'to tell the compiler that only one variable can be instantiated from the classes or types contained in this header file', 'to help the compiler finish faster by assuring that only one compiler pass is neccessary for the code included in this header file', 'to make the compiler parse that header file only once, even if it is included multiple times in the source']",3
99,,"['a 2-tuple', 'an integer number', 'a floating point number', 'a string with more than 255 characters']",2
100,,"['shifting characters to the left in a string.', 'inserting characters into an output stream like std::cout.', 'comparing floating point numbers as less-than.', 'assigning a variable to a reference.']",1
101,,"['The compiler needs the data type to make sure that the pointer is not going to be used on illegal non-pointable types such as functions, labels, pointers, and reference.', 'void * does not work for any type. The language does not allow assigning anything other than void to a pointer to void *.', 'The compiler needs the data type to know how much memory to allocate for the pointer, because different data types require different pointer lengths.', 'Yes, it causes a compiler error because one field is defined as having a size of 0.']",2
102,,"['The main function is supposed to have a void return type.', 'std::cin and std::cout are invalid. The correct names for the character input and output streams are cin and cout.', 'The address of str is supposed to be used. That is &str instead of str.', 'The input operator flow is inverted. it should start from std::cin and then flow (>>) into str.']",3
103,,"['int anInt = new int(11);', 'int* anInt = new int[11];', 'int anInt = new int[11];', 'int* anInt = new int(11);']",3
104,,"['an integer number of at least 32 bits', 'a string with more than 255 characters', 'a pointer', 'a 64-bit floating point number']",0
105,,"['struct', 'union', 'enum', 'namespace']",0
106,,"['marks[""Sinead""] = 22', 'marks[""Sinead""].22', 'marks[""Sinead""] -> 22', 'marks[""Sinead""].value = 22']",0
107,,"['The std::sort function is a template. The programmer is free to enter the sorting algorithm in a function object as an argument.', 'Actually, std::sort takes only one argument, which is the container to be sorted.', 'std::sort operates on a template container. The compiler does not know how to relationally compare the values it contains, so a function must be provided to do the comparison.', 'std::sort will use the parameter function as an error handler. The function will be called if an error occurs.']",-1
108,,"['6 will be printed on standard output, with no compilation warnings generated.', '5 will be printed on standard output, with no compilation warnings generated.', '6 will be printed on standard output, with compilation warnings generated.', '5 will be printed on standard output, with compilation warnings generated.']",1
109,,"['guarded', 'protected', 'public', 'private']",1
