,Question,Answers,Right Index
27,Which choice best describes what the resolve property does in this route configuration?,"['loggers for tracking the health of an Angular app', 'providers that can be used to track the instances of components', 'built-in pipes that can be used in templates for DOM events', 'reserved named methods for components and directives that Angular will call during set times in its execution, and can be used to tap into those lifecycle moments']",3
28,What is the purpose of the ContentChildren decorator in this component class?,"['The ? is shorthand for the async pipe. The job value must be an Observable.', 'It is using the safe navigation operator (?) on the job field. If the job field is undefined, the access to the bossName will be ignored and no error will occur.', 'There is an error in the template syntax. The ? is not valid here.', 'It is diplaying the job value if it has one; otherwise it is displaying the bossName.']",1
29,"In order for Angular to process components in an application, where do the component types need to be registered?","[""{ path: 'user/:id', component: UserDetailComponent }"", ""{ url: 'user/:id', routedComponent: UserDetailComponent }"", ""{ routedPath: 'user/:id', component: UserDetailComponent }"", ""{ destination: new UserDetailComponent(), route: 'user/:id' }""]",0
30,What is the purpose of the fixture.detectChanges() call in this unit test?,"['They are setting the CalloutDirective.fontWeight field based on whether or not the mouse is over the DOM element. The HostListener then sets the font-weight CSS property to the fontWeight value.', 'They are setting up the directive to check the DOM element that it is on. If it has event bindings added for mouse enter and leave it will use this code. Otherwise nothing will happen.', 'This is an incorrect use of HostListener and HostBinding. The HostListener and HostBinding decorators do not do anything on directives; they work only when used on components.', 'If the DOM element that this directive is placed on has the CSS property font-weight set on it, the mouseenter and mouseleave events will get raised.']",0
31,What will the URL segment look like based on the following call to the Router.navigate method when goToUser is passed the value 15?,"['You can make use of a template reference variable and the exportAs feature that the ngModel directive has.', 'You can use the ngModel directive in combination with the input field name.', 'You can use a template reference variable for the HTML input element and then check the valid property off of that.', 'It is not possible to get access to the field value with template-driven forms. You must use reactive forms for that.']",0
32,"When a service is provided for root and is also added to the provider's configuration for a lazy-loaded module, what instance of that service does the injector provide to constructors in the lazy-loaded module?","['an Angular ElementRef, a wrapper around a native element', 'the inner text of the <h1> element', 'a header component class', 'the native DOM element type of HTMLHeadingElement']",0
33,What is the HostBinding decorator doing in this directive?,"['They are the same. Both will result in a new instance of Logger that is bound to the FormattedLogger token.', 'The useClass syntax tells the injector to make a new instance of Logger and bind that instance to the FormattedLogger token. The useExisting syntax refers to an already existing object instance declared as Logger.', 'Both of them are wrong. A strong type connot be used for useClass or useExisting.', 'They are the same. Both will result in the FormattedLogger token being an alias for the instance of Logger.']",1
34,"In reactive forms, what Angular form class type is used on the native DOM  element to wire it up?","['a key/value mapping for setting @Input values on the routed component instance', 'a way to include static, read-only data associated with the route that can be retrieved from the ActivatedRoute', 'a property on the route that can be used to load dynamic data for the route', ""an object that will get auto-injected into the routed component's constructor.""]",1
35,"Assuming the username FormControl has been configured with a minLength validator, how can you set up an error display in the following reactive forms markup for the username field?","['The <div> acts as a placeholder. If the product class field is ""truthy,"" the <div> will get replaced by just the product.name value; if not, then nothing will get rendered.', 'The <div> will always be rendered, and if the product field is ""truthy,"" the <div> element will contain the product.name value; otherwise it will render the <div> element with no value in it.', 'It produces an error, since ngIf is not a built-in structural directive.', 'If the product class field is ""truthy,"" then the rendered DOM will include the <div> with the value of the product.name field. If it is not ""truthy,\' the rendered DOM will not contain the <div> element.']",3
36,,"['It executes a unit test for an NgModule.', 'It provides a way to code the document structure of an Angular application. The @NgModule is a form of inline code commenting that gets ignored by the TypeScript compiler but will show up with special formatting in code editor applications.', 'It declares an Angular module named AppModule and makes it available for lazy loading throughout the application.', 'It declares an Angular module named AppModule that contains a bootstrapped component named AppComponent. Then it registers that module with Angular, so the app can start up.']",3
37,,"['Prior to loading the UserComponent, the router will subscribe to the Observable returned by a resolve method in the UserResolverService. This technique can be used to get preloaded data for a route.', 'After the route is done resolving, and the component is loaded and rendered, the UserResolverService will have a method named user run that will clean up any open data connections.', 'There is an error. The correct property name is onResolve.', 'The UserComponent will have a parameter in its constructor for user, and the router will handle injecting in a value for that from a call to a user method in the UserResolverService.']",0
38,,"['If any TabsComponent elements are added to the TabsListComponent template, they will get put into the  element at runtime.', 'It creates TabComponent components in the TabsListComponent template when a TabsListComponent is instantiated.', 'It provides access from within the component class to any TabComponent components that were content projected into the  for this component.', 'It restricts the allowed elements that can be put into a TabsListComponent element to allow only TabComponent elements.']",2
39,,"['within a script tag in the index.html file', 'in an NgModule decorator metadata tag named components', 'No registration is needed simply include the component files in an app directory.', 'in an NgModule decorator metadata property named declarations']",3
40,,"['It tracks any potential Ul changes and will fail the unit test if any are made.', 'It is used to ensure component template stability across multiple unit tests in the entire test suite.', 'It forces Angular to perform change detection, which will render the UserCardComponent before you can validate its template.', 'It is used to log change-detection events to the console during unit test runs.']",2
41,,"['/user/15', '/user?id=15', '/user:15', '/user;id=15']",0
42,,"['A new instance of that service is created when the module is lazy loaded.', 'Providing a service of the same type at a lazy-loaded module level is not allowed.', 'If an instance of the service has not been created at the root level yet. it will create one there and then use it.', 'A single instance of that service is always instantiated at root and is the only one ever used, including within lazy modules.']",0
43,,"['It is adding the CSS class named highlighted to any DOM element that has the appHighlight directive on it.', 'HostBinding does not do anything on directives, only on components.', 'It is specifying if the host element gets the highlighted class added to its class attribute, then the directive class field highlight will get set to true; and if it is not added on the host it will get set to false.', 'It is creating an inline style on the host element with a CSS property named highlight set to true.']",0
44,,"['FormArray', 'FormControl', 'FormGroup', 'all of these answers']",2
