,Question,Answers,Right Index
23,How many bytes of storage does the int data type consume?,"['SELECT TOP(1) first_name, last_name FROM Students ORDER BY NEWID();', 'SELECT TOP(1) RAND(first_name, last_name) FROM Student;', 'SELECT TOP(1) first_name, last_name FROM Student;', 'SELECT TOP(1) first_name, last_name FROM RAND(Student);']",0
24,What does a RIGHT JOIN ensure?,"['error', '1', 'null', '@MyVariable']",0
25,You execute the following three queries. What is the result?,"['ALTER USER Sharon WITH DEFAULT_SCHEMA = Sales;', 'ALTER USER Sharon SET SCHEMA Sales;', 'CREATE SCHEMA Sales SET OWNER Sharon;', 'CREATE SCHEMA Sales AUTHORIZATION Sharon;']",3
26,"Given a table with the following structure, which query returns all student names with the highest grade?","['1024', '20', '0', '9']",1
27,"What role does ""inventory"" play?","[""WHERE SerialNumber LIKE '%10_3'"", ""WHERE SerialNumber LIKE ('%10'+'_'+'3')"", 'WHERE SerialNumber LIKE \'%10""_""3\'', ""WHERE SerialNumber LIKE '%10[_]3'""]",0
28,What is the result of an INNER JOIN between table1 and table2?,"['INNER', 'RIGHT', 'LEFT', 'FULL']",0
29,"To remove all of the content from the Students table but keep the schema, which statement should you use?","['1 byte', '2 bytes', '4 bytes', '8 bytes']",2
30,"Review the CREATE TABLE statement below. Which option, when placed in the blank space, ensures that the BookISBN column will not contain any duplicate values?","['that only records from the rightmost table will be displayed', 'that no records from the rightmost table are displayed if the records dont have corresponding records in the left table', 'that records from the rightmost table will be displayed only if the records have a corresponding value in the leftmost table', 'that all records from the rightmost table are represented in the result, even if there are no corresponding records in the left table']",3
31,"Given a table with the following structure, which query will not return the lowest grade earned by any student?","[']\n  studentid firstname lastname\n  1 1001 mark twain', ']\n  studentid firstname lastname\n  1 1 mark twain', '] studentid firstname lastname\n      1 1000 mark twain', ']\n  studentid firstname lastname\n  1 null mark twain']",-1
32,Refer to the figure below.,"['SELECT StudentName FROM Students WHERE Grade = MAX(Grade);', 'SELECT TOP(1) StudentName FROM Students ORDER BY Grade;', 'SELECT TOP(1) WITH TIES StudentName FROM Students ORDER BY Grade DESC;', 'SELECT StudentName, MAX(Grade) FROM Students ORDER BY Grade DESC;']",2
33,You would like to have a record added to a TableB every time a record is modified in TableA. What technique should you look at implementing?,"['you only want to see results from books currently in inventory', 'it instructs the query engine to find the books table in the inventory schema', 'it instructs the query engine to find the books table in the inventory database', 'it instructs the query engine to join the books table to the inventory schema']",1
34,What is the problem with this code?,"['Only records that have corresponding entries in table1 and table2 are displayed.', 'No records from table1 are ever displayed.', 'All records from table1 are displayed, regardless of whether the records have a corresponding row in table2', 'Only records that have no corresponding records in table1 or table2 are displayed.']",0
35,Which is the right query to change the name of the Philosophy Pandas team to the Philosophy Parrots?,"['TRUNCATE TABLE Students;', 'TRUNCATE * FROM Students;', 'DROP TABLE Students;', 'REMOVE * FROM Students;']",0
36,What is the result of this query?,"['NO DUPLICATES', 'UNIQUE CONSTRAINT AK_Books_BookISBN', 'DUPLICATE CONSTRAINT (AK_Books_BookISBN)', 'CONSTRAINT AK_Books_BookISBN UNIQUE']",3
37,"To combine the results of two or more SELECT statements, removing duplicates, which keyword can you use?",[''],-1
38,You run this series of statements. What is the final result?,[''],-1
39,"Is there an error with this query? If so, which statement best describes the problem?",[''],-1
40,"You created the two tables below. Later, you decide that you want the database to remove all books from the Books table if the related publisher is deleted from the Publishers table. What command should you run?",[''],0
41,Your database currently has a table called Inventory in the Warehouse schema. You need to move the table to the Products schema. Which query accomplishes this goal?,[''],0
42,Which optionâ€”when placed in the blank spaceâ€”establishes the PersonlD column as the primary key for the table with a nonclustered index?,"[""UPDATE Students SET last_name='Smith', email = 'dsmith@rouxacademy.com' WHERE id='56295';"", ""UPDATE Students SET last_name='Smith' AND email = 'dsmith@rouxacademy.com' WHERE id='56295';"", ""UPDATE Students SET last_name='Smith' AND email = 'dsmith@rouxacademy.com' WHERE id=56295;"", ""UPDATE Students SET last_name='Smith', email = 'dsmith@rouxacademy.com' WHERE id=56295;""]",3
43,Which statement could you use to select a random student from this table?,"['You should create a DML trigger on the server.', 'You should create a DDL trigger on the database.', 'You should create a DML trigger on TableA.', 'You should create a DML trigger on TableB.']",2
44,You need to create a simple database backup in the server's Z:\Backups directory. Which query should you use?,"['There is no END WHILE statement;', 'The local varaible is not available to the WHILE block.', 'The query causes an infinite loop.', '""Counter"" is an invalid variable name.']",2
45,Suppose you want to have the name of a transaction called myTransaction recorded in the transaction log. Which statement represents the best way to accomplish this?,"[""UPDATES Students SET team = 'Philosophy Parrots' WHERE team = 'Philosophy Pandas';"", 'UPDATES Students SET team =Philosophy ParrotsWHERE team =Philosophy Pandas;', 'UPDATES Students SET team = ""Philosophy Parrots"" WHERE team = ""Philosophy Pandas"";', 'UPDATES Students SET team = Philosophy Parrots WHERE team = Philosophy Pandas;']",0
46,"Though not currently a requirement, what will a future release of SQL Server require of all SQL statements?Though not currently a requirement, what will a future release of SQL Server require of all SQL statements?","['error', ""'123''123'"", '123123', '246']",3
47,Which is the best approach to update the last name and email address of a student with ID 56295?,"['DEDUPE', 'SELECT', 'MERGE', 'UNION']",3
48,,"['5', 'error', '1', '6']",-1
49,,"['Yes, a WHERE clause cannot be used with an aggregate function.', 'Yes, you cannot GROUP BY and ORDER BY the same field.', 'No, there is nothing wrong with this query.', 'Yes, the WHERE clause should use the SubTotal alias.']",0
50,,[''],-1
51,,[''],-1
52,,[''],-1
53,,[''],-1
54,,"['ALTER SCHEMA Products TRANSFER Warehouse.Inventory;', 'ALTER TABLE Warehouse.Inventory TRANSFER Products.Inventory;', 'ALTER TABLE Warehouse.Inventory ADD SCHEMA Products;', 'ALTER SCHEMA Warehouse ADD TABLE Inventory;']",0
55,,"['INDEX ON PersonID (PRIMARY KEY PK_People)', 'ADD NONCLUSTERED PRIMARY KEY CONSTRAINT PK_People ON PersonID', 'CONSTRAINT PK_People PRIMARY KEY NONCLUSTERED (PersonID)', 'PRIMARY KEY CONSTRAINT (PersonID) NONCLUSTERED INDEX']",3
56,,"['SELECT TOP(1) first_name, last_name FROM Students ORDER BY NEWID();', 'SELECT TOP(1) RAND(first_name, last_name) FROM Student;', 'SELECT TOP(1) first_name, last_name FROM Student;', 'SELECT TOP(1) first_name, last_name FROM RAND(Student);']",0
57,,"[""BACKUP MyDatabase TO LOCATION = 'Z:\\Backups\\MyDatabase.bak';"", ""CREATE BACKUP (DATABASE = 'MyDatabase' TO DISK = 'Z:\\Backups\\MyDatabase. bak');"", ""BACKUP DATABASE MyDatabase ON 'Z:\\Backups\\MyDatabase.bak';"", ""BACKUP DATABASE MyDatabase TO DISK = 'z:\\Backups\\MyDatabase.bak';""]",3
58,,"['BEGIN TRAN myTransaction BEGIN LOG;', 'BEGIN TRAN myTransaction WITH LOG;', 'BEGIN TRAN myTransaction WITH MARK;', 'BEGIN TRAN WITH MARK myTransaction;']",2
59,,"['All statements must end with a semicolon.', 'All statements must operate on a table of data.', 'All statements must always be written in uppercase letters.', 'All statements must include more than one variable.']",0
60,,"[""UPDATE Students SET last_name='Smith', email = 'dsmith@rouxacademy.com' WHERE id='56295';"", ""UPDATE Students SET last_name='Smith', email = 'dsmith@rouxacademy.com' WHERE id=56295;"", ""UPDATE Students SET last_name='Smith' AND email = 'dsmith@rouxacademy.com' WHERE id=56295;"", ""UPDATE Students SET last_name='Smith' AND email = 'dsmith@rouxacademy.com' WHERE id='56295';""]",1
