,Question,Answers,Right Index
45,"You run a script to encrypt a client computer's hard drive with BitLocker and back up the recovery password to Active Directory. When researching the computer object's properties, you cannot find the BitLocker recovery password. What may be the cause?","['storage area network', 'network attached storage', 'hardware security module', 'encrypted hard drive']",2
46,"After running the PowerShell cmdlet Add-WindowsFeature Adcs-Cert-Authority -IncludeManagementTool on a Windows Server 2016 server, which command will make it a Root Certificate Authority (CA)?","['to provide nodes in cluster independent VMs slot age location', 'to implement fault tolerance zero downtime for the VM', 'to protect data from loss', 'to prevent nodes in a cluster from accessing a storage location']",1
47,A set of computer and user settings can be applied to multiple clients and servers in a domain through the use of ___.,"['shared secret', 'hash key', 'vendor name availability', 'authentication methods']",0
48,What is the Microsoft implementation of a RADIUS server?,"['BitLocker Drive Encryption Administration Utilities are not installed on the client computer.', 'BitLocker Drive Encryption Administration Utilities are not installed on the domain controller.', 'BitLocker Drive Encryption Tools are not installed on the domain controller.', 'BitLocker Drive Encryption Tools are not installed on the client computer.']",0
49,"After installing the active directory domain services role to your windows server 2016 OS, how do you promote the server to a domain controller using the GUI?","['Install-CertificationAuthority', 'Install-CertificationAuthority -CAType RootCA', 'Install-AdcsCertificationAuthority -CAType EnterpriseRootCA', 'Install-AdcsCertificationAuthority -CAType RootCA']",2
50,You want to host two virtual machines on the same physical server. Their memory settings in Hyper-V are set to optimize the use of physical memory for each virtual machine. What makes this optimization possible?,"['Group Policy Objects', 'Microsoft Management Console', 'Users and Groups', 'Computer Objects']",0
51,Group policy objects are not being applied to domain controllers because the Default Domain Controllers and Default Domain group policies are corrupt. What can you run in a command prompt to recover them?,"['IP address Management (IPAM) Server', 'Network Policy Server (NPS)', 'Network Load Balancing', 'Web Server (IIS)']",1
52,A domain controller is a server running __.,"['Open mmc.exe', 'Run dcpromo.exe', 'Click Add Roles and Features.', 'Click the notification flag in the Server Manager windows.']",3
53,You want to ensure there are redundant DHCP services avaliable for your network. What should you set up on your server to make this possible?,"['dynamic memory', 'memory buffer', 'virtual memory', 'ReadyBoost']",2
54,Two companies with different names and domains are merging. What do you set up to ensure that name resolution requests are forwarded directly to the other company's authoritative server?,"['dcgpofix.exe', 'dcdiagfix.exe', 'ntdsutil.exe', 'dcpromo.exe']",0
55,You have installed the Remote Desktop Services role. Which remote desktop mode comes with two built-in licenses?,"['DFS', 'RDS', 'IIS', 'AD DS']",-1
56,"In a two-tier hierarchy CA design, what is a common security best practice?","['create new multicast scope', 'create new superscope', 'replicate failover scopes', 'configure failover']",3
57,What type of CAs must be domain members and are typically online to issue certificates or certificate policies?,"['DNS conditional forwarder', 'DNS secondary zone', 'DNS forward lookup zone', 'DNS reverse lookup zone']",0
58,Windows Server 2012 R2 server has two network adapters. You are required to configure load balancing on a pair of network adapters. Which management console would you use to accomplish this task?,"['RDA Administration Mode', 'RDS Session Mode', 'RDS User Mode', 'RDA Application Mode']",0
59,You set up a storage area network that makes use of iSCSI storage. You then install the iSNS Server service feature on Windows Server 2012 R2. Why do you need this feature?,"['The issuing CA servers are placed in different geographical locations.', 'The intermediate or policy CA server is offline.', 'The root CA server is offline.', 'Only FIPS-compliant hardware security modules are used.']",2
60,"Using Storage Pools under Files and Storage Services, you configure a mixture of SSD (solid state disk) and HDD (hard disk drive) for tiered storage by creating what?","['Enterprise', 'Root', 'Client']",0
61,"In the Server Manager window shown, how can you manage more servers?","['the Terminal Services Manager console', 'the Group Manager console', 'the Remote Desktop Manager console', 'the Server Manager console']",3
62,You need to make assignments to other admins to manage certificate templates in a multidomain forest. What change is required in Active Directory?,"['to provide discovery services of iSCSI devices', 'to view information about host bus adapters', 'to manage RAID storage volumes', 'to set up storage Fibre Channels']",0
63,"Your organization has the main datacenter on the west side of North America. A secondary site is located on the east side, where data is replicated from west to east. During a disaster recovery, your organization can pick up operations at the east datacenter in about one to two hours. In an official disaster recovery plan document, the east datacenter is referred to as what type of site?","['multitenancy volumes', 'storage pools', 'parity volumes', 'storage spaces']",3
64,You currently have a Windows Server 2008 R2 print server named PRT01. You deploy a Windows Server 2012 R2 print server named PRT02. How do you begin the migration process?,"['Click Server, above Volumes.', 'Click Tools.', 'Type a computer name in the filter text box.', 'Click Manage.']",-1
65,"Your organization wants to design a disaster recovery plan with two geographical sites. The two sites must be up in an active/active configuration, and some or all services should be able to failover seamlessly. Which Storage Replica configuration would you setup with your Windows Server 2016 systems?","['You must create a group in Active Directory and add that group to the security properties of the CA server in the Certificate Authority console.', 'Add a group or user to the Certificate Templates property security tab from the configuration partition of your domain using ADSI.', ""Add the domain group or user account to the CA root server's local Administrator group."", 'The domain group or user account must be given Read and Enroll security permission.']",0
66,You are working toward managing a cross-forest certificate enrollment deployment and need to copy objects in the source forest to the target forest. How do you keep the source and target forst synchonized?,"['far', 'backup', 'warm', 'cold']",0
67,,"['Run the printbrm -b command on PRT02', 'Run the printbrm -b command on PRT01', 'Run the printbrm -r command on PRT01', 'Run the printbrm -q command on PRT02']",1
68,,"['Cluster-to-Cluster', 'Server-to-Server', 'Storage Replica is incompatible.', 'Stretch Cluster']",1
69,,"['certificate templates', 'site replication', 'pkysync.ps1', 'storage replication']",1
