,Question,Answers,Right Index
22,You have a report in Power BI service and want to save the state of a report page for easy access. What feature helps you do this?,"['views', 'filters', 'bookmarks', 'slicers']",0
23,What should you do to increase the readability of a report?,"['all of these answers', 'Remove unnecessary field labels.', 'Select the most appropriate visualization.', 'Use borders.']",0
24,"Which feature in the Power BI service is most useful when you need to create pages that present the same visualizations for different territories, salespeople, or teams?","['landscape mode', 'none of these answers', 'Shrink to Fit', 'templates']",3
25,What should you use to highlight a specific visualization in a report?,"['Spotlight', 'Highlight', 'Magnify', 'None of the answers']",0
26,What does My Workspace on powerbi.com include?,"['Visualizations and a fields list', 'Toolbars and preferences', 'Workbooks and visualizations', 'Dashboards and reports']",3
27,You want to access the underlying data for a specific data point in a visualization. What should you choose?,"['Drill up', 'Drill down', 'Expand to next level', 'Collapse']",2
28,"You have a treemap visualization that groups by sales territory. To allow users to further analyze data for a specific territory, what filter should you apply?","['Visual level', 'Page level', 'Drillthrough', 'Expand down']",2
29,"Facebook, Twilio, GitHub, and MailChimp are all examples of Power BI _.","['online services', 'Wiki data sources', 'database data sources', 'File data sources']",0
30,"When you use Publish to Web in the Power BI service, who can view your published content?","['everyone in your environment', 'anyone on the internet', 'everyone in your organization', 'only you']",2
31,The iterator functions SUMX and AVERAGEX are used to perform calculations _.,"['for Power BI mobile apps', 'in Power BI service rather than Power BI desktop', 'in the context of a record', 'for very large datasets']",2
32,"In Power BI Desktop Model view, what type of join will yield all results from Table 1 and any matching results from Table 2?","['Right Outer Join', 'Left Outer Join', 'Left Inner Join', 'Right Inner Join']",2
33,What is NOT a built-in Power BI visual?,"['Power KPI', 'funnel chart', 'waterfall chart', 'ArcGIS map']",0
34,You want to combine several CSV files into a single data file after you connect a folder. What must be true about these CSV data files? (Select all that apply.),"['B, C', 'A, B, C', 'A, B, D', 'B, C, D']",1
35,"If you delete a dateset in the Power BI service, what happens to the dashboards and reports supported by the dataset?","['They will be stored as static dashboards and reports.', 'They will be deleted.', 'They will be converted to image files.', 'Nothingâ€”they will be unchanged.']",1
36,"Which DAX function compares a column of values in Table A with a similar column in Table B, and returns the values the are not found in Table B?","['COMPARE', 'FINDUNIQUE', 'EXCEPT', 'SWITCH']",2
37,"Your data model includes two related tables, Customers and Orders. To determine the number of customers that have placed orders, create a measure on the _ table using the _ function.","['Orders; DISTINCTCOUNT', 'Customers; COUNT', 'Orders; COUNT', 'Customers; DISTINCTCOUNT']",0
38,"Power BI works best with tables that are _,","['short and wide', 'long and skinny', 'short and skinny', 'long and wide']",1
39,You have two columns of numerical data and want to create a visual to help determine if there is a relationship between them. What kind of chart is designed to do this?,"['bar chart', 'bubble chart', 'line chart', 'scatter chart']",3
40,"In the report editor, which task can you NOT accomplish using drag and drop?","['Add more information to a visualization.', 'All of these tasks can be done with drag and drop.', 'Create a new visualization.', 'Rearrange and resize visualizations.']",1
41,"In general, what is the best way to shape your data for Power BI?","['User a star schema.', 'Load all tables from the data source.', 'all of these answers', 'Include multiple objects in each data table.']",0
42,You can optionally include a filter in which DAX function?,"['CALCULATE', 'SUM', 'PICARD', 'COMPARE']",0
43,Which feature is not in the Power BI Admin portal?,"['usage metrics', 'organization visuals', 'Dashboard Manager', 'audit logs']",2
44,You want to count the number of products in the Products data table. Which DAX function works best?,"['RECOUNT', 'COUNTUNIQUE', 'COUNTX', 'COUNTROWS']",2
45,"You have just pinned a visualization to a new dashboard. Before you can add another visualization, what must you do?","['Save it.', 'Name it.', 'Refresh it.', 'Publish it.']",1
46,You can create a live connection to _ .,"['Dynamics 365', 'SharePoint', 'all of these answers', 'SQL Server Analysis Services']",2
47,What is the purpose of this code?,"['It is part of the documentation', 'It creates and formats a measure called ProductCount', 'It creates a measure called ProductCount', 'It calculates the value for an existing measure named ProductCount']",0
48,"Your computer rental dataset includes columns for StartTime, EndTime, and PerHourRate. What two DAX functions could you use to calculate the total earned for rentals?","['DATEDIFF and SUM', 'DATEDIFF and SUMX', 'TIMEDIFF and SUM', 'TIMEDIFF and SUMX']",1
49,Which Q&A feature helps you ask questions and refine your visualization?,"['error dialogs', 'autocomplete', 'all of these answers', 'tooltips']",1
50,What does Power BI Desktop do when it cannot create a standard map visualization with the available data?,"['It sends the data to the Power BI service', 'It returns an error', 'It sends the data to Bing', 'It substitutes a column chart']",2
51,Bookmarks capture the state of a page. What does this capture state include?,"['A, B', 'A, B, C', 'A, B, C, D', 'A, B, D']",2
52,"Your company's national maintenance team is divided into 12 regions, and the Issues report they use is filtered by the user's region. What report modification would help technicians while using the mobile app on the road? (Select all that apply.)","['A, B, D', 'A, B, C, D', 'A, B, C', 'A, B']",2
53,"What does the usage metric ""Most Consumed Dashboards by Users"" include? (Select all that apply.)","['A, B, C, D', 'A, B, C', 'A, D', 'B, C, D']",1
54,"How can you allow users to filter an entire report to display information for the last week, last two weeks, or last month?","['Add a date field to the report filter area and set filtering to Relative date filtering.', 'all of these answers', 'Add a date field to the page filter area, set filtering to Relative date filtering and click Extend.', 'Add a slicer for a date field to the report. Click the upper right corner and select Relative.']",0
55,A group admin for an app workspace cannot _ in their workspace.,"['remove users from the group', 'manage group membership', 'add users to the group', 'remove users from Power BI']",3
56,"In general, you should not add DAX calculated columns to your data moder if you are able to do what?","['all of these answers', 'Create the columns in Power Query during data load', 'Create a measure instead', 'Have it added to the data source']",0
57,"In the Power BI service, accessing a dataset for an uploaded Power BI file allows you what capabilities?","['the ability to see all of the dataset only in Power BI cloud services, but not in Power BI Desktop', 'front-end access to all data queries within this source without the ability to make back-end changes', 'connections to all the data queries and the ability to make ETL modifications to existing data', 'the option to select a single query from within the dataset and build new ETL processes form it']",1
58,What is the recommended level of security for data extensions?,"['Prompt the user before load', 'Allow any extension to load without warning', 'Allow only certified extensions to load', 'Load certified extensions and prompt the user for noncertified extensions']",2
59,"Your data model includes a Members data table and ten other tables, including these the lookup tables with unique IDs: City, State, and Country. How can you improve your data model for Power BI?","['A or C', 'A', 'D', 'A or B']",1
60,"Before you can use a custom visualization from the Power BI Marketplace, you need to ____ in, then __ it to your Power BI account.","['download; upload', 'purchase; import', 'purchase; upload', 'upload; download']",1
61,You have two Excel spreadsheets with data from separate reporting units. Both spreadsheets have the same column names. What Power Query Editor feature can you use to create a unified dataset?,"['Unify', 'Append', 'Merge', 'Group']",1
62,"Power BI Q&A chooses the best visualization based on data type - for example, a  chart for date data and a  for state/province data.","['column; map', 'line; map', 'timeline; map', 'line; column']",2
63,"In Power BI, what is the most important difference between tables related in a star schema and in a snowflake schema?","['A snowflake schema cannot be modeled in Power BI.', 'A snowflake schema can be modeled only in Power BI service.', 'A snowflake schema is much less efficient for Power BI.', 'A snowflake schema has more levels of lookup tables.']",2
64,What are benefits of modifying your Excel data source in the Power Query Editor rather than in Excel?,"['A, B, C', 'A, B, C, D', 'A, C, D', 'B, D']",0
65,Your report is based on imported data from Excel. What is a valid reason to use a slicer rather than a report-lever filter?,"['A and B', 'B and C', 'A and C', 'There is no reason to use a slicer rather than a report-level filter.']",0
66,"Within Power BI, how can a report be created?","['directly from a dataset', 'starting with an existing report and editing it', 'using an existing report', 'all of these answers']",2
67,"In the Power BI service, filters are applied in what view?","['Filter', 'Editing', 'Reading', 'Query']",1
68,What are the first steps you take to connect to an Access database data source in Power BI?,"['You cannot to an Access database from Power BI.', 'Click Reports > Database > Connect in Power BI Desktop', 'Click Get Data > Database > Access Database > Connect in Power BI Service', 'Click Get Data > Database > Access Database > Connect in Power BI Desktop']",-1
69,What can you use Power BI for?,"['all of these answers', 'to create visualizations', 'to model data', 'to generate reports']",0
70,What is the primary purpose of the Relationship view in Power BI Desktop?,"['to transform data', 'to add members to your team or group', 'to grant permission to view a specific table', 'to relate tables']",3
71,What do you call a visualization that has the single purpose of filtering other visuals in the view?,"['waterfall', 'none of these answers', 'ArcGIS visual', 'slicer']",3
72,"To share a dashboard and your comments from a mobile device, _ the dashboard.","['comment and share', 'annotate and share', 'publish', 'team share']",0
73,"In the Power Query Editor, you have selected multiple columns. How do you set them all to the Whole Number data type?","['Click Data Type Any and select Whole Number.', 'Select Group By and select Whole Number.', 'Right-click the primary key and select Whole Number.', 'Right-click any column and select Format Data']",0
74,When will links to a web-published report stop working?,"['approximately one hour after the report is deleted', 'approximately one month after the report is deleted', 'never', 'approximately one week after the report is deleted']",0
75,What are the first steps to connect to a data table on Wikipedia from Power BI Desktop?,"['Get Data > OData feed > Web URL', 'Get Data > Web > Enter Web URL', 'Get Data > Web Table > Enter Web URL', 'Get Data > Data Source > Enter Web URL']",1
76,"In the Power Query Editor, what command do you use to remove a symbol - for example, a # that appears in every data now of the selected column?","['Transform > Replace Values', 'Transform > Remove Text', 'Transform > Remove Values', 'Transform > Replace Errors']",1
77,Which type of visualization is best when you want to compare proportions in a large volume of data with multiple categories and subcategories?,"['donut chart', 'gauge chart', 'treemap', 'waterfall']",2
78,"Of the Power BI tools, only Power BI Desktop allows you to do what?","['all of these answers.', 'Work offline.', 'Create data models.', 'Add DAX calculations.']",0
79,What does the Power BI Advanced Editor allow you to do? (Select all that apply.),"['A, B', 'A,B,C,D', 'B,C,D', 'A,B,C']",2
80,Why might you use the DAX DIVIDE function rather than a forward slash (/) when creating a measure? (Select all that apply.),"['A,B,C,D', 'A,B', 'B,C', 'A']",3
81,"when creating a new relationship between the Continents and Countries tables, this error is returned: ""One of the columns must have unique values."" How can you fix this? (Select all that apply.)","['A, C, D', 'B, C', 'A, B', 'B, C, D']",2
82,Your report is based on imported data from Excel. What is a valid reason to use a slicer rather than a report-level filter?,"['B and C', 'A and B', 'There is no reason to use a slicer rather than a report-level filter.', 'A and C']",1
83,"You have pinned a bar chart visualization to a dashboard. If you then modify the bar chart in the underlying report, what will the dashboard display?","['It will display nothing. You will need to re-pin the bar chart to the dashboard.', 'It will display the bar chart as it appears in the report now.', 'It will display an error message where the bar chart had been pinned.', 'It will display the bar chart as it appeared when it was pinned.']",1
