,Question,Answers,Right Index
19,You are using an existing database that has a table named coffee_orders. What would the ActiveRecord model be named in order to use that table?,"['CoffeeOrders', 'Coffee_Orders', 'Coffee_Order', 'CoffeeOrder']",3
20,"In ActiveRecord, what is the difference between the has_many and has_many :through associations?","['The has_many: through association is the one-to-many equivalent to the belongs_to one-to-one association.', 'Both associations are identical, and has_many: through is maintained only for legacy purposes.', 'The has_many association is a one-to-many association, while has_many: through is a one-to-one association that matches through a third model.', 'Both are one-to-many associations but with has_many :through, the declaring model can associate through a third model.']",3
21,How do you add Ruby code inside Rails views and have its result outputted in the HTML file?,"['Create an embedded Ruby file (.html.erb) and surround the Ruby code with <% %>.', 'Insert Ruby code inside standard HTML files and surround it with <% %>. The web server will handle the rest.', 'Create an embedded Ruby file (.html.erb) and surround the Ruby code with <%= %>.', 'Put the code in an .rb file and include it in a <link> tag of an HTML file.']",2
22,How would you render a view using a different layout in an ERB HTML view?,"[""<% render 'view_mobile' %>"", ""<% render 'view', use_layout: 'mobile' %>"", ""<% render 'view', layout: 'mobile' %>"", ""<% render_with_layout 'view', 'mobile' %>""]",2
23,"Given this controller code, which choice describes the expected behavior if parameters are submitted to the update action that includes values for the product's name, style, color, and price?","['The product will not be updated and the edit template will be rendered.', 'The product will not be updated and the controller will raise an ActiveModel::ForbiddenAttributes exception.', 'The product will be updated with the values for name, style, and color, but the value for price will be ignored.', 'The product will be updated with the values for name, style, color, and price.']",1
24,"A Rails project has ActiveRecord classes defined for Classroom and Student. If instances of these classes are related so that students are assigned the ID of one particular classroom, which choice shows the correct associations to define?",['A'],-1
25,"Where should you put images, JavaScript, and CSS so that they get processed by the asset pipeline?",['B'],-1
26,"If the Rails asset pipeline is being used to serve JavaScript files, how would you include a link to one of those JavaScript files in a view?",['C'],-1
27,"In Rails, what caching stores can be used?",['D'],0
28,What is the correct way to generate a ProductsController with an index action using only the command-line tools bundled with Rails?,"['app/static', 'app/images', 'app/assets', 'app/views']",2
29,"If a model class is named Product, in which database table will ActiveRecord store and retrieve model instances?","['<script src=""/main.js""></script>', ""<%= javascript_include_tag 'main' %>"", ""<%= javascript_tag 'main' %>"", ""<!-- include_javascript 'main' -->""]",1
30,What is a popular alternative template language for generating views in a Rails app that is focused on simple abstracted markup?,"['MemCacheStore, MongoDBStore, MemoryStore, and FileStore', 'MemoryStore, FileStore, and CacheCacheStore', 'MemoryStore, FileStore, MemCacheStore, RedisCacheStore, and NullStore', 'MemoryStore, FileStore, MySQLStore, and RedisCacheStore']",2
31,"When Ruby methods add an exclamation point at the end of their name (such as sort!), what does it typically indicate?","['rails generate controller --options {name: ""Products"", actions: ""index""}', 'rails generate controller --name Products --action index', 'rails generate controller Products index', 'rails generate ProductsController --actions index']",2
32,What part of the code below causes the method #decrypt_data to be run?,"['product_table', 'all_products', 'products_table', 'products']",3
33,Which Rails helper would you use in the application view to protect against CSRF (Cross-Site Request Forgery) attacks?,"['Mustache', 'Haml', 'Liquid', 'Tilt']",1
34,"In the model User you have the code shown below. When saving the model and model.is_admin is set to true, which callback will be called?","['The method executes using ""sudo"" privileges.', 'Any ending line return will be omitted from the result.', 'The method will ignore exceptions that occur during execution.', 'It is a more powerful or destructive version of the method.']",3
35,"In a Rails controller, what does the code params.permit(:name, :sku) do?","[""MyModel.first.update(field: 'example')"", 'MyModel.where(id: 42)', 'MyModel.first.destroy', ""MyModel.new(field: 'new instance')""]",1
36,Review the code below. Which Ruby operator should be used to fill in the blank so that the sort method executes properly?,"['csrf_protection', 'csrf_helper', 'csrf_meta_tags', 'csrf']",2
37,You made a spelling mistake while creating a table for bank accounts. Which code would you expect to see in a migration to fix the error?,"['encrypt_data', 'clear_cache', 'notify_admin_users', 'None of these callbacks will be called when is_admin is true.']",0
38,Which HTML is closes to what this code would output?,"['It filters out all parameters.', 'It filters out submitted form parameters that are not named :name or :sku to make forms more secure.', 'It raises an error if parameters that are not named :name or :sku are found.', 'It raises an error if the :name and :sku parameters are set to nil.']",1
39,There is a bug in this code. The logout message is not appearing on the login template. What is the cause?,"['=>', '<==>', '<=>', '||']",2
40,Which statement about ActiveRecord models is true?,['A'],0
41,What is the correct way to assign a value to the session?,['B'],-1
42,Which choice best describes the expected value of @result?,['C'],-1
43,What is the correct syntax for inserting a dynamic title tag into the header of your page from within an ERB view template?,['D'],-1
44,"How would you validate that a project's name is not blank, is fewer than 50 characters, and is unique?",['A'],0
45,"If a product has a user-uploadable photo, which ActiveStorage method should fill in the blank?",['B'],-1
46,"If the only route defined is resources :products, what is an example of a URL that could be generated by this link_to method?",['C'],-1
47,Which part of the Rails framework is primarily responsible for making decisions about how to respond to a browser request?,['D'],-1
48,"If User is an ActiveRecord class, which choice would be expected to return an array?","['The string assigned to flash[:notice] will not be available until the next browser request.', 'An instance variable should be used for flash[:notice]', 'This is an invalid syntax to use to assign valuse to flash[:notice]', 'The previous value of flash[:notice] will not be cleared automatically']",0
49,Which choice is not a valid Rails route?,"['Each database column requres adding a matching attr_accessor declaration in the ActiveRecord model.', 'All attributes in an ActiveRecord model are read-only declared as writable using attr_accessible', 'An instance of an ActiveRecord model will have attributes that match the columns in a corresponding database table.', 'ActiveRecord models can have only attributes that have a matching database column']",2
50,"Given a table of blog_posts and a related table of comments (comments made on each blog post), which ActiveRecord query will retrieve all blog posts with comments created during @range?",['A'],-1
51,"Given this Category model with an attribute for ""name"", what code would fill in the blank so that it sets saved_name to a string that is the category name that existed before the name was changed?",['B'],-1
52,"Given two models, what is the issue with the query used to fetch them?",['C'],-1
53,Which choice is an incorrect way to render a partial?,['D'],0
54,"Which code sample will skip running the login_required ""before"" filter on the get_posts controller action?","['either true or false', 'an unsaved Tag instance', 'a saved Tag instance', 'an array of Tag instances']",1
55,"Within a Rails model with a cache_key method, which code snippet will expire the cache whenever the model is updated?",['A'],-1
56,"After this migration has been executed, which statement would be true?",['B'],-1
57,Which code would you add to return a 404 to the API caller if the user is not found in the database?,['C'],0
58,What decides which controller receives which requests?,['D'],-1
59,"When rendering a partial in a view, how would you pass local variables for rendering?",['A'],0
60,"Given this code, and assuming @user is an instance of User that has an assigned location, which choice would be used to return the user's city?",['B'],-1
61,Where would this code most likely be found in a Rails project?,['C'],-1
62,What is a standard prerequisite for implementing Single Table Inheritance (STI)?,['D'],-1
63,"A way that views can share reusable code, such as formatting a date, is called a _?","['has_one_attached', 'has_image', 'attached_file', 'acts_as_attachment']",0
64,How do you add Ruby code inside Rails views and have its result outputted in the HTML file?,['A'],0
65,You are working with a large database of portfolios that sometimes have an associated image. Which statement best explains the purpose of includes(:image) in this code?,['B'],-1
66,,['C'],-1
67,,['D'],-1
68,,"['view', 'controller', 'ActiveRecord', 'model']",1
69,,"[""User.where(last_name: 'Smith')"", ""User.find_or_create(last_name: 'Smith')"", ""User.find_by_last_name('Smith')"", ""User.find('Smith')""]",0
70,,"['route ""products/index"", to: ""products/index"", via: :get', 'match ""products/index"", to: ""products#index"", via: :get', 'root ""products/index""', 'get ""products/index""']",0
71,,"['BlogPost.joins (:comments).where(comments: {created_at: @range})', ""BlogPost.where(['comments.created_at', @range])"", 'BlogPost.preload (""comments.created_at"").where(created_at: @range)', ""BlogPost.includes (:comments).where('comments.created_at' => @range)""]",0
72,,"['category.name_was', 'category.saved(:name)', 'category.changes[:name]', 'category.name_changed?']",2
73,,"['This query will result in extensive caching, and you will have to then deal with caching issues.', 'This query will result in the N+1 query issue. Three orders will result in four queries.', 'This query will result in the 1 query issue. Three orders will result in one query.', 'There are no issues with this query, and you are correctly limiting the number of Order models that will be loaded.']",1
74,,"[""<%= render(:partial => 'shared/product') %>"", ""<%= render('shared/product', :collection => @products) %>"", ""<%= render(template: 'shared/product', with: @products) %>"", ""<%= render('shared/product', locals: { product: @product }) %>""]",2
75,,"['before_action :login_required, skip: [:get_posts]', 'skip_before_action :login_required, except: [:get_posts]', 'skip_before_action :login_required, only: [:get_posts]', 'skip_action before: :login_required, only: [:get_posts]']",2
76,,['A'],-1
77,,['B'],-1
78,,['C'],-1
79,,['D'],0
80,,"['The galleries table will have no primary key.', 'The galleries table will include a column named ""updated_at"".', 'The galleries table will contain exactly seven columns.', 'The galleries table will have an index on the position column.']",1
81,,['A'],-1
82,,['B'],0
83,,['C'],-1
84,,['D'],-1
85,,"['model', 'view', 'web server', 'router']",3
86,,"['<%= render partial: ""nav"", globals: {selected: ""about""} %>', '<%= render partial: ""nav"", local_variables: {selected: ""about""} %>', '<%= render partial: ""nav"", locals: {selected: ""about""} %>', '<%= render partial: ""nav"", selected: ""about""} %>']",1
87,,"['@user.user_city', '@user.location_city', '@user.city', '@user.try(:city)']",0
88,,"['an Active Record model', 'an ActionView template', 'an ApplicationHelper file', 'an ActionController controller']",0
89,,"['The models used for STI must mix in the module ActiveRecord::STI', 'All models used for STI must include ""self.abstract_class=true"".', 'All database tables used for STI must be related to each other using a foreign key.', 'The database table used for STI must have a column named ""type"".']",-1
90,,"['helper', 'utility', 'controller', 'formatter']",0
91,,"['Insert Ruby code inside standard HTML files and surround it with <% %>. The web server will handle the rest.', 'Create an embedded Ruby file (.html.erb) and surround the Ruby code with <% %>', 'Put the code in an.rb. file and include it in a <link> tag of an HTML file.', 'Create an embedded Ruby file (.html.erb) and surround the Ruby code with <%= %>.']",3
92,,"['It preloads the images files using asset pipeline.', 'It selects only portfolios that have an image attached.', 'It includes the number of associated images when determining how many records to return.', 'It will execute two database queries of 21 database queries.']",3
