,Question,Answers,Right Index
20,In SELECT * FROM clients; what does clients represent?,"['UPDATE', 'MODIFY', 'CHANGE', 'ALTER']",0
21,How does MySQL differ from SQL?,"['a SQL query using partitions', 'a SQL query using IS NULL', 'a SQL query using a regular expression', 'a SQL query using LTRIM Or RTRIM']",2
22,"If you need to order a table of movies by name, which query will work?","['line break', 'colon', 'semicolon', 'period']",2
23,"A trigger is a database object that is associated with a table, and that activates when a particular event occurs for the table. Which three events are these?","['DELETE', 'DELETE FROM', 'REMOVE', 'REMOVE FROM']",1
24,You are working with very large tables in your database. Which SQL clause do you use to prevent exceedingly large query results?,"['GROUP BY', 'WHERE', 'LIMIT', 'LIKE']",0
25,What is the default port for MySQL Server?,"['It records in the Employees table where the value in the EmployeeName column doesn\'t have an ""a"".', 'It records in the Employees table where the value in the EmployeeName column starts with ""a"".', 'It records in the Employees table where the value in the EmployeeName column has an ""a"".', 'It records in the Employees table where the value in the EmployeeName column ends with ""a"".']",1
26,How can you filter duplicate data while retrieving records from a table?,"['a SQL query', 'a SQL statement', 'a database', 'a table']",3
27,What is the difference between DROP and TRUNCATE?,"['SQL is a standard language for retrieving and manipulating data from structured databases. MySQL is a nonrelational database management system that is used to manage SQL databases.', 'SQL is a standard language for retrieving and manipulating data from structured databases. MySQL is a relational database management system that is used to manage SQL databases.', 'They are not different. MySQL and SQL refer to the same thing.', 'My SQL is a language, and SQL is a software application.']",1
28,"How do you select every row in a given table named ""inventory""?","['SELECT * FROM movies GROUP BY name', 'SELECT * FROM movies ORDER BY name', 'SELECT * FROM movies ORDER TABLE by name', 'SELECT * FROM movies FILTER BY name']",1
29,"In an efficiently designed relational database, what does every table have?","['INSERT, UPDATE, DELETE', 'CREATE, ALTER, DROP', 'OPEN, FETCH, CLOSE', 'DECLARE, SET, SELECT']",0
30,MySQL option files provide a way to specify commonly used options so that they need not be entered on the command line each time you run a program. What is another name for the option files?,"['UNIQUE', 'LIMIT', 'DISTINCT', 'CONSTRAINT']",1
31,"After installing MySQL, it may be necessary to initialize the _ which may be done automatically with some MySQL installation methods.","['25', '990', '0', '3306']",3
32,"You need to export the data in the customers table into a CSV file, with columns headers in the first row. Which clause do you add to your MySQL command?","['DISTINCT', 'WHERE', 'LIMIT', 'AS']",0
33,"One form of backup, replication, enables you to maintain identical data on multiple servers, as a _ configuration.","['They both refer to the same operation of deleting the table completely.', 'They both refer to the same operation of clearing the table, but keeping its definition intact.', 'TRUNCATE deletes table completely, removing its definition as well. DROP clears the table but does not delete the definition.', 'DROP deletes table completely, removing its definition as well. TRUNCATE clears the table but does not delete the definition.']",3
34,What is the requirement for using a subquery in the SELECT clause?,"['SELECT all FROM inventory;', 'FROM inventory SELECT all;', 'FROM inventory SELECT *;', 'SELECT * FROM inventory;']",3
35,"Each time MySQL is upgraded, it is best to execute mysql_upgrade, which looks for incompatibilities with the upgraded MySQL server. What does this command do, upon finding a table with a possible incompatibility?","['set of triggers', 'sequential id field', 'minimum of three columns', 'primary key']",3
36,What mysql statement is used to check which accounts have specific privileges?,"['variable settings', 'configuration files', 'help files', 'default settings']",1
37,What cannot have a trigger associated with it?,"['storage engine', 'user accounts', 'grant tables', 'data directory']",3
38,later versions of mysql support the native json data type for storing json documents. What is a drawback of json columns?,"['JOIN', 'WITH HEADERS', 'UNION', 'WITH COLUMNS']",2
39,Which statement is true for the diagram below,"['remote-local', 'parent-child', 'master-slave', 'logical-physical']",2
40,Which statement can you use to load data from a file into the table?,"['the subquery must use an aggregate function.', 'the subquery must refer to the same table as the main query.', 'the subquery must return a single value.', 'the subquery must return at least one value.']",2
41,"You are working with the tables as shown in this diagram. You need to make sure that any record added to the purchases table consists of a customerID, which already exists in the customers table, and a carID, which already exists in the cars table. You decide to use a trigger to do the validation. Which one do you use?","['it performs a table check and, if problems are found, attempts a table repair.', 'it stops and notifies the server administrator that the upgrade cannot complete until the incompatibility issue are resolved.', 'it provides a full report of the table specifications and the incompatibilities to the server administrator.', 'it performs a table check and, if problems are found, displays the information for the server administrator to take action.']",0
42,Which is the correct syntax of an extended insert statement?,"['show grants (displays the privileges and roles that are assigned to a MySQL user account or role)', 'show privileges (shows the list of system privileges that the MySQL server supports)', 'show access', 'show user permissions']",0
43,"You need to make an exact copy of a table, with all columns and indexes. How can you get all of the information needed to accomplish this?","['temporary table', 'system table', 'large table', 'new table']",1
44,you need to make your mysql system secure against attackers. What are you not supposed to do?,"['inefficient for storing json documents', 'cannot be indexed directly', 'documents cannot be validated when stored in json columns', 'cannot be normalized']",1
45,"You manage a database with a table ""customers"". You created a temporary table also called ""customers"" with which you are working for the duration of your session. You need to recreate the temporary table with different specs. Which command do you need to run first?","['carid is the primary key for purchases', 'carid is the foreign key for cars.carid', 'customerid is the foreign key for customers.id', 'customerid is the primary key for purchases']",2
46,"You need to run a complex query with recursive subqueries, but without creating a stored procedure or a function. Which command or clause do you use?","['cat file|mysql', 'load data infile (correct if the file is already on the server)', 'load data local infile (also correct but only if the file is from the client)', 'extended insert statement']",1
47,Which choice is not a processing algorithm for database views?,"['AFTER INSERT', 'BEFORE INSERT', 'CROSS JOIN', 'IF EXISTS']",1
48,What is the MySQL perror command-line utility used for?,"[""] insert into cars (make, model, year) values ('Ford', 'Mustang', 2002)\n      ('Mercedes', 'C', 2003)"", ""] insert into cars (make, model, year) values ('Ford', 'Mustang', 2002)\n      values ('Mercedes', 'C', 2003)"", ""] insert into cars (make, model, year) extended ('Ford', 'Mustang', 2002),\n      ('Mercedes', 'C', 2003)"", ""] insert into cars (make, model, year) values ('Ford', 'Mustang', 2002),\n      ('Mercedes', 'C', 2003)""]",-1
49,How can you list all columns for a given table?,"['create table', 'clone table', 'insert into', 'show create table']",3
50,How would you list the full set of tables in the currently selected database?,"['Run MySQL server as a normal user.', 'Grant PROCESS or SUPER privilege to other users.', 'Run MySQL server as the unix root user.', 'Use the compressed protocol.']",2
51,Which choice is not one of the table maintenance statements?,"['CREATE TEMPORARY TABLE customers;', 'DROP TEMP TABLE customers;', 'DROP TABLE customers;', '] DROP TEMPORARY TABLE customers;', 'ference', 'erence']",-1
52,In which table does MySQL store passwords for user accounts?,"['COLLATE', 'UNION', 'FULL JOIN', 'WITH']",3
53,"Management has requested that you build an employee database. You need to include each employee's current position and salary, as well as all prior positions and salaries with the company. You decide to use a one-to-many structure: an employee table with the main information such as name and address, and an employment table with position and salary history. You can use the employeeID field to connect them. What is employment.employeeID an example of?","['merge', 'updatable', 'temptable', 'undefined']",1
54,"In recent versions of MySQL (8.0+), what's the correct syntax to declare a CTE (Common Table Expression)?","['to display your version of MySQL', 'to display operating system error codes', 'to display default settings that are in error', 'to display storage error codes']",3
55,What is one reason to introduce data redundancy into a normalized database design?,"['SHOW table COLUMNS;', 'SHOW COLUMNS FROM table;', 'LIST table COLUMNS;', 'SELECT COLUMNS FROM table;']",1
56,The code snippet below is used to read data from an XML file into a table. Which XML structure is _not_ supported by the statement?,"['SELECT * FROM DATABASE;', 'SHOW TABLES;', 'LIST TABLES;', 'SELECT ALL TABLES;']",1
57,You are loading data into a table. Which command can you use to make sure that all data is inserted and duplicates rows are discarded?,"['CHECK TABLE;', 'CREATE TABLE;', 'ANALYZE TABLE;', 'OPTIMIZE TABLE;']",1
58,Which statement about the TRUNCATE TABLE statement is true?,"['mysql.accounts;', 'mysql.passwords;', 'mysql.admin;', 'mysql.user;']",3
59,You are working with the tables as shown in this diagram. You need to get the number of cars sold per the home state of each customer's residence. How can you accomplish this?,"['primary key;', 'secondary key;', 'foreign key;', 'alternate key;']",2
60,"In data migration, there is often a need to delete duplicate rows as part of data cleanup. Which statement works best?","['WITH (SELECT id FROM users) as cte, SELECT ...', 'WITH (SELECT id FROM users) as cte SELECT ...', 'WITH cte as (SELECT id FROM users), SELECT ...', 'WITH cte as (SELECT id FROM users) SELECT ...']",3
61,"When working with MySQL cursor, what must you also declare?","['to reduce corruption in data', 'to reduce storage space', 'to make the system faster', 'to prevent data anomalies']",0
62,Which type of backup includes all the changes made to the data since the last full backup was performed?,['A'],-1
63,"You need to restore a MySQL database from a backup file. Which command-line tool do you use for the actual data import, after re-creating the database?",['B'],0
64,You are importing data as JSON into a new table. You run CREATE TABLE json_data ( city JSON ); and insert rows into this table. What is the correct syntax to see the list of cities?,['C'],-1
65,"If you want to use MyISAM instead of InnoDB, which option do you need to specify in the CREATE TABLE statement?",['D'],-1
66,You are working with the table in this diagram. You want to use full-text search to find the customers who live on a street or a drive. What is the command to do that?,"['INSERT IGNORE', 'INSERT UNIQUE', 'INSERT INTO', 'INSERT DISTINCT']",0
67,Which query lists the databases on the current server?,"['It will stop and issue an error when it encounters a row that is referenced by a row in a child table.', 'It always first drops, then re-creates a new table.', 'It deletes rows one by one on tables with foreign key constraints.', 'It does not invoke the DELETE triggers associated with the table.']",1
68,What is the product of the database designing phase?,"['SELECT state, COUNT(*) FROM customers WHERE ID IN (SELECT customerID FROM purchases) GROUP BY state;', 'SELECT state, COUNT(*) FROM customers c LEFT JOIN purchases p ON c.ID = p.customerID GROUP BY state;', 'SELECT state, COUNT(*) FROM customers c, purchases p WHERE c.ID = p.customerID GROUP BY state;', 'SELECT state, COUNT(*) FROM customers GROUP BY state;']",2
69,Which choice is not a valid model for a stored procedure parameter?,"['DELETE DUPS', 'DELETE DISTINCT', 'DELETE JOIN', 'DELETE WITH']",2
70,What is the advantage of using a temporary table instead of a heap table?,"['DEFAULT value', 'RETURN variable', 'SQLEXCEPTION routine', 'NOT FOUND handler']",3
71,Which is a valid constructor for a class named User?,"['snapshot', 'logical', 'differential', 'incremental']",2
72,What is the maximum number of columns that can be used by a single table index?,"['mysqld', 'mysql', 'mysqladmin', 'mysqldump']",1
73,Which command will return a list of triggers in the current database?,"['SELECT city FROM json_data;', ""SELECT city->>'$.name' city FROM json_data;"", 'SELECT city.name city FROM json_data;', ""SELECT city->'$.name' city FROM json_data;""]",1
74,Which statement is true about TIMESTAMP and DATETIME data types?,"['ENGINE', 'PARTITION', 'STORAGE', 'TABLESPACE']",0
75,What is the equivalent of the mysqladmin reload command?,['A'],-1
76,Explain the security aspect of stored procedures,['B'],-1
77,How would you retrieve data on all the customers where no phone number is stored?,['C'],-1
78,"In the diagram below, the price field is declared as type DECIMAL. What would be a more efficient declaration for this field?",['D'],0
79,Which choice is not an available string type for a column?,"['SHOW DATABASES;', 'LIST ALL DATABASES;', 'LIST DATABASES;', 'SHOW DB;']",0
80,This diagram shows what type of relationship between customers and cars?,"['all tables, columns, data types, indexes and their relationships', 'a list of entities, their relationship, and constraints', 'all tables and their names, which are needed to implement the logical model', 'a list of entities, their relationship, constraints, data types, and cardinalities']",3
81,A stored routine is a set of SQL statements stored on the server and takes form as either a procedure or a function. Which statement cannot be used inside stored routines?,"['INOUT', 'IN', 'OUT', 'IN OUT']",3
82,"When a new student is added to a new database, you want new records to be created in the related tables such as Exam, Score and Attendance. How would you accomplish this?","['The temporary table will be dropped when the database is restarted.', 'Temporary tables can be shared among clients, which makes them more usable in group development environments.', 'The temporary table will be dropped as soon as your session disconnects.', 'Creating a temporary table does not require any special privileges.']",2
83,"In the diagram below, the ID fields are declared as type CHAR instead of INT . Which is NOT one of the possible reasons behind that decision?","['public construct User() {}', 'public User() {}', 'public instance User() {}', 'public init User() {}']",1
84,Why would you use a common table expression (CTE)?,"['2', '4', '8', '16']",3
85,"Which option modifier tells a program not to exit with an error if it does not recognize the option, but instead to issue a warning?","['DISPLAY TRIGGERS;', 'SHOW TRIGGERS;', 'SELECT ALL TRIGGERS;', 'SELECT * FROM information_schema.triggers;']",1
86,What does this SQL statement return?,"['TIMESTAMP values require more bytes for storage than DATETIME values.', 'TIMESTAMP is stored without timezone, and DATETIME is stored in UTC values.', 'TIMESTAMP and DATETIME are both stored without time zone.', 'TIMESTAMP is stored in UTC values, and DATETIME is stored in without time zone.']",2
87,"You are working with the tables as shown in the diagram. You need to generate the list of price totals for each make and model of car, with subtotals for each make, and the grand total of all prices. Which SQL clause do you use?","['mysqladmin flush-threads', 'mysqladmin flush-tables', 'mysqladmin flush-privileges', 'mysqladmin flush-all']",2
88,The left and right joins are also known as _.,"['Stored procedures are not secure, because they can be executed from the command line as the root user', 'Stored procedures are secure, because the owner of the stored procedure can decide to whom access is granted', 'Stored procedures are secure, because applications can be given access to stored procedures and not any underlying variables', 'Stored procedures are not secure, because they can execute statements to drop tables or bulk delete data']",2
89,What is the valid way to create a database view in MySQL?,"['SELECT * FROM customers WHERE PhoneNumber = NULL;', 'SELECT * FROM customers WHERE PhoneNumber IS NOT VALID;', 'SELECT * FROM customers WHERE PhoneNumber IS NULL;', 'SELECT * FROM customers WHERE PhoneNumber IS UNKNOWN;']",2
90,How are permissions implemented in MySQL?,"['FLOAT', 'DECIMAL(10,2)', 'NUMERIC', 'DOUBLE']",1
91,"Inside a transaction, several operations need to be performed. What would you do if an exception happens during that transaction?","['ENUM', 'SET', 'BIT', 'CHAR']",2
92,What function finds the current time or date in MySQL?,"['one-to-many', 'parent-child', 'many-to-many', 'many-to-one']",2
93,What is the correct usage of ENUM in MySQL?,"['SELECT', 'USE', 'SET', 'DECLARE']",1
94,The mysqldump command cannot generate output in _.,"['trigger', 'regular expression', 'view', 'index']",0
95,"You are working with the tables as shown in this diagram. You need to generate the list of all cars, whether or not they had been sold, with the purchase date of the cars that were sold. Which statement accomplishes that?","['The ID field needs to include letters and not just numbers.', 'You can have a consistent format across all of the tables that require ID fields.', 'The ID field needs to have leading 0s, which the INT data type would truncate.', 'The CHAR(10) data type is more efficient and space-saving.']",3
96,Which code snippet from a stored procedure should be rewritten as a CASE statement?,"['To define queries for later reuse for the duration of the current session', 'To create temporary tables that can be used to pre-select often-used result sets.', 'To calculate a new single value from a result set and return it to the query parser.', 'To break down complex queries and allow reuse within a query.']",3
97,Why would you use stored functions?,"['--verbose', '--skip', '--skip-error', '--loose']",3
98,What steps do you need to take to normalize the table from this diagram?,"['all names starting with ""to,"" such as Tommy or Tony', 'all names with ""to,"" such as Roberto and Tommy', 'all names without ""to,"" such as Samantha or Kathryn', 'all names ending with ""to,"" such as Roberto']",0
99,What is valid way to create a database view in MySQL?,"['UNION', 'SHOW TOTALS', 'UNION ALL', 'WITH ROLLUP']",3
100,A table Item has a Boolean field endOfLife and a field makeYear of type YEAR(4). How can you set the Boolean to true for all Items that have been made before 2019?,"['Inner Join', 'Natural Join', 'Outer Join', 'Cartesian Join']",2
101,Which choice is an example of an aggregate function?Which choice is an example of an aggregate function?,"['CREATE VIEW v1 SELECT * FROM t1 WHERE col1 > 10;', 'CREATE VIEW v1 AS BEGIN SELECT * FROM t1 END;', 'CREATE VIEW v1 BEGIN SELECT * FROM t1 END;', 'CREATE VIEW v1 AS SELECT * FROM t1;']",3
102,You are working on UPDATE trigger on the employee tablein this diagram. How can you access the new value for the address inside the trigger?,"['encrypted algorithms', 'access control lists', 'user settings', 'administrator schema']",1
103,,"['UNDO', 'UNCOMMIT', 'ROLLBACK', 'REVERSE']",2
104,,"['DATE()', 'GETDATE()', 'CURDATE()', 'CURRENT()']",2
105,,"[""Create table size (ENUM ('Small','Medium','Large'));"", ""Create table ENUM (name ('Small','Medium','Large'));"", ""Create table size (name: ENUM['Small','Medium','Large']);"", ""Create table size (name ENUM('Small','Medium','Large'));""]",3
106,,"['JSON', 'CSV', 'XML', 'TXT']",0
107,,['A'],-1
108,,['B'],-1
109,,['C'],-1
110,,['D'],0
111,,['A'],-1
112,,['B'],-1
113,,['C'],-1
114,,['D'],0
115,,"['for formulas and business rules that you want to apply to columns in an SQL query', 'for formulas and business rules that should be applied on a specific trigger event like on inserts', 'to automatically modify the data of a table based on a query', 'for reusing recurring queries']",1
116,,"['Create another table to serve as a lookup for powers with fields for code and description, as well as a junction table with superhero names and power codes.', 'Add a column to this table to serve as a record identifier, and make it the primary key.', 'Extend this table to have additional columns ""power4,"" ""power5,"" and so on, to allow additional powers for each superhero.', 'Convert this table to have column called ""power,"" and add one record for each superhero-power combination, for a total of 15 records in this example.']",0
117,,"['1 CREATE VIEW v1 2 SELECT * FROM t1 3 WHERE col1 > 10;', '1 CREATE VIEW v1 2 BEGIN 3 SELECT * FROM t1 4 END', '1 CREATE VIEW v1 AS 2 SELECT * FROM t1;', '1 CREATE VIEW v1 AS 2 BEGIN 3 SELECT * FROM t1 4 END;']",-1
118,,"['UPSERT Item SET endOfLife = true WHERE makeYear < 2019', 'CHANGE Item SET endOfLife = true WHERE makeYear < 2019', 'ALTER Item SET endOfLife = true WHERE makeYear < 2019', 'UPDATE Item SET endOfLife = true WHERE makeYear < 2019']",3
119,,"['NOW()', 'MID()', 'FORMAT()', 'COUNT()']",3
120,,"['Use NEW.address', 'Use INSERTED.address', 'Use DELETED.address', 'USE OLD.address']",0
